n_plus,n_minus,n_target,pi_target,pi,var_n,var,seed,gamma
150,150,100.0,0.25,0.32679637711563453,0.004687998511380356,0.20091422191630096,0.0,0.13201109259145616
150,150,200.0,0.25,0.24881062196767406,0.003918580733301318,0.21374076727098096,0.0,0.07372632668719835
150,150,300.0,0.25,0.24701213568009406,0.0032077675177278925,0.19246605106367357,0.0,0.06951973744356604
150,150,400.0,0.25,0.26049360100039887,0.002280851495231389,0.14405377864619298,0.0,0.056051620669305156
150,150,500.0,0.25,0.26696574881448365,0.0019894839809840867,0.12974895528157088,0.0,0.05760985498188062
150,150,1000.0,0.25,0.2571003107697289,0.0015750765600152038,0.10988906232664213,0.0,0.05419511790266089
150,150,1500.0,0.25,0.2627531611081404,0.0013869991614905057,0.09907136867789325,0.0,0.056291584985027
150,150,100.0,0.25,0.3128728369930608,0.005678840955372452,0.2433788980873908,1.0,0.1157874667305126
150,150,200.0,0.25,0.26907146504860624,0.004401173505578871,0.24006400939521114,1.0,0.023055119976169536
150,150,300.0,0.25,0.265072981875941,0.0034305096623606715,0.2058305797416403,1.0,0.031078310106940756
150,150,400.0,0.25,0.2786176065817874,0.002881415148508618,0.18198411464264955,1.0,0.03910589764507231
150,150,500.0,0.25,0.2653413945497324,0.0027657575738499057,0.18037549394673297,1.0,0.03751930996431684
150,150,1000.0,0.25,0.2699689082012675,0.002146060835950745,0.14972517460121476,1.0,0.045664853758713805
150,150,1500.0,0.25,0.24697395584452925,0.002047941861891044,0.14628156156364597,1.0,0.04567567096243227
150,150,100.0,0.25,0.25002560536442,0.006774025490261942,0.2903153781540832,2.0,0.035557151698292364
150,150,200.0,0.25,0.28438431106278006,0.004325794321312654,0.23595241752614476,2.0,0.1217919421479768
150,150,300.0,0.25,0.2720943291343406,0.003438431175598819,0.20630587053592914,2.0,0.09935195643659193
150,150,400.0,0.25,0.24079332524078928,0.003045002736388668,0.19231596229823167,2.0,0.08906639941681702
150,150,500.0,0.25,0.24524279748792643,0.0027276475180065896,0.17789005552216888,2.0,0.08318001179548347
150,150,1000.0,0.25,0.20426542973787581,0.0023176444533996128,0.16169612465578695,2.0,0.08644561988531725
