n_plus,n_minus,n_target,pi_target,pi,var_n,var,seed,gamma
150,150,100.0,0.75,0.7231801106290431,0.003300802319841582,0.14146295656463923,0.0,0.15722536374142504
150,150,200.0,0.75,0.6793138192747138,0.002793802421287091,0.15238922297929586,0.0,0.09245172520794735
150,150,300.0,0.75,0.6818050661608605,0.0020276117529694298,0.12165670517816578,0.0,0.09245172520794735
150,150,400.0,0.75,0.6986312710418324,0.0015286308453017507,0.09654510601905793,0.0,0.05706530736125666
150,150,500.0,0.75,0.7003694945302765,0.001376722295941452,0.08978623669183382,0.0,0.05706530736125666
150,150,1000.0,0.75,0.7016110390803769,0.0009777612334593063,0.06821590000878881,0.0,0.05706530736125666
150,150,1500.0,0.75,0.716490211654883,0.00086159523325979,0.06154251666141356,0.0,0.05706530736125666
150,150,100.0,0.75,0.7880303188086957,0.003985770110161207,0.17081871900690887,1.0,0.17431923461533488
150,150,200.0,0.75,0.7765364986686023,0.0031812932166332916,0.17352508454363408,1.0,0.021445873742154183
150,150,300.0,0.75,0.7672958861701399,0.0024721777876914202,0.14833066726148522,1.0,0.03245121723468956
150,150,400.0,0.75,0.7689562482181848,0.0020485802814818772,0.12938401777780276,1.0,0.04089471048950084
150,150,500.0,0.75,0.7643475592384761,0.0017935853944181283,0.11697296050553009,1.0,0.04089471048950084
150,150,1000.0,0.75,0.7837229478941131,0.0013427427324901524,0.09367972552256877,1.0,0.04089471048950084
150,150,1500.0,0.75,0.7800888528973037,0.0012023235081533663,0.0858802505823833,1.0,0.04089471048950084
150,150,100.0,0.75,0.7300706806653313,0.0048988905169667345,0.20995245072714577,2.0,0.03811198272220832
150,150,200.0,0.75,0.7097611010093875,0.0028212938332559936,0.15388875454123602,2.0,0.09377792530229181
150,150,300.0,0.75,0.6923359514365307,0.0020233267485371183,0.12139960491222711,2.0,0.09377792530229181
150,150,400.0,0.75,0.6945595276271954,0.0017605343747181042,0.11119164471903815,2.0,0.09377792530229181
150,150,500.0,0.75,0.6909441493577997,0.0015552974347665823,0.10143244139782058,2.0,0.09377792530229181
150,150,1000.0,0.75,0.6777633449058246,0.0011202684604933676,0.07815826468558379,2.0,0.09377792530229181
150,150,1500.0,0.75,0.6731016143201778,0.0009633638309396959,0.06881170220997827,2.0,0.09377792530229181
150,150,100.0,0.75,0.7143427631361917,0.004163505112884009,0.17843593340931466,3.0,0.16909695014059511
150,150,200.0,0.75,0.7835039055642029,0.003030251437133432,0.16528644202545995,3.0,0.06023532971137231
150,150,300.0,0.75,0.7710493271759252,0.002208118237563986,0.13248709425383917,3.0,0.06023532971137231
150,150,400.0,0.75,0.7746992261071548,0.0018595392087913767,0.11744458160787641,3.0,0.09702001740228025
150,150,500.0,0.75,0.7731888986718083,0.0014587251285502725,0.0951342475141482,3.0,0.09773221569528312
150,150,1000.0,0.75,0.7983775732177856,0.001052361751994573,0.07342058734845859,3.0,0.09773221569528312
150,150,1500.0,0.75,0.7935016162508233,0.0009225244478156746,0.06589460341540532,3.0,0.09773221569528312
150,150,100.0,0.75,0.6937730508692759,0.005414284921864595,0.2320407823656255,4.0,0.0342114178031542
150,150,200.0,0.75,0.7675620328213129,0.004563907901494471,0.2489404309906075,4.0,0.06459150386300776
150,150,300.0,0.75,0.7546282813419021,0.002238613677080339,0.13431682062482034,4.0,0.06172594447888957
150,150,400.0,0.75,0.7662887659017453,0.0018622144681459114,0.11761354535658387,4.0,0.06172594447888957
150,150,500.0,0.75,0.774247726807589,0.0016144520667921796,0.10529035218209866,4.0,0.06172594447888957
150,150,1000.0,0.75,0.7735768549984552,0.0012499760574647414,0.08720763191614475,4.0,0.06172594447888957
150,150,1500.0,0.75,0.790383087569382,0.0011103706975797306,0.07931219268426647,4.0,0.06172594447888957
150,150,100.0,0.75,0.745400892031698,0.005278607744677157,0.2262260462004496,5.0,0.0259883586427441
150,150,200.0,0.75,0.6924758859645382,0.002944930876643105,0.16063259327144208,5.0,0.055488559232517096
150,150,300.0,0.75,0.7255775070215443,0.00215645159533333,0.12938709571999982,5.0,0.055488559232517096
150,150,400.0,0.75,0.7282150821729998,0.001760517624517996,0.1111905868116629,5.0,0.055488559232517096
150,150,500.0,0.75,0.7286780814902433,0.001581432224891553,0.1031368842320578,5.0,0.062134439872875404
150,150,1000.0,0.75,0.737934397919322,0.0012128047749911225,0.08461428662728762,5.0,0.055488559232517096
150,150,1500.0,0.75,0.7376968525038354,0.0010868167619074445,0.07762976870767459,5.0,0.055488559232517096
150,150,100.0,0.75,0.6078088921346411,0.006020156018489089,0.25800668650667524,6.0,0.057500610661259034
150,150,200.0,0.75,0.6506642643292474,0.0027719914033857767,0.15119953109376963,6.0,0.10056573020811184
150,150,300.0,0.75,0.7746746037169098,0.001876966345889121,0.11261798075334727,6.0,0.10056573020811184
150,150,400.0,0.75,0.762882847816167,0.0016472530545165668,0.10403703502209895,6.0,0.10056573020811184
150,150,500.0,0.75,0.6843937428724455,0.0016041769410962325,0.10462023528888473,6.0,0.10056573020811184
150,150,1000.0,0.75,0.7325013947814729,0.001198342309944235,0.08360527743796989,6.0,0.06289781223257802
150,150,1500.0,0.75,0.7358231413606808,0.0010594022120407717,0.07567158657434082,6.0,0.06289781223257802
150,150,100.0,0.75,0.7253580578600526,0.004292302525220638,0.1839558225094559,7.0,0.059565361563820904
150,150,200.0,0.75,0.7455430510747474,0.002282071984057668,0.1244766536758728,7.0,0.09556737715961569
150,150,300.0,0.75,0.7422602276471462,0.0016681169527173938,0.10008701716304363,7.0,0.09556737715961569
150,150,400.0,0.75,0.7544823595832544,0.0013950577026461022,0.08810890753554329,7.0,0.09556737715961569
150,150,500.0,0.75,0.7474005181736073,0.0013053798628777137,0.08513346931811176,7.0,0.09556737715961569
150,150,1000.0,0.75,0.736119176639801,0.0009080886380729644,0.06335502126090449,7.0,0.09556737715961569
150,150,1500.0,0.75,0.7289084088915964,0.0007861343454435596,0.056152453245968535,7.0,0.09556737715961569
150,150,100.0,0.75,0.7478746383532525,0.005465920742565939,0.23425374610996882,8.0,0.05801818236276157
150,150,200.0,0.75,0.9126692632761016,0.0034747137740781197,0.1895298422224429,8.0,0.03937289168074502
150,150,300.0,0.75,0.7790421275663783,0.002496911086509237,0.14981466519055422,8.0,0.05070825883708722
150,150,400.0,0.75,0.7945484729942133,0.002044810705197749,0.1291459392756473,8.0,0.03865931197581933
150,150,500.0,0.75,0.7868695661797801,0.0018003373003025512,0.11741330219364464,8.0,0.03865931197581933
150,150,1000.0,0.75,0.8112974662197892,0.0013139506417911724,0.09167097500868646,8.0,0.03865931197581933
150,150,1500.0,0.75,0.7941016573572381,0.0011774240194242628,0.08410171567316162,8.0,0.03865931197581933
150,150,100.0,0.75,0.9269077035525918,0.003938637013582867,0.16879872915355143,9.0,0.0400517629728176
150,150,200.0,0.75,0.8273708081991019,0.0029048266570265023,0.15844509038326376,9.0,0.061217443837617846
150,150,300.0,0.75,0.8231164897231533,0.0022818943817799232,0.1369136629067954,9.0,0.061217443837617846
150,150,400.0,0.75,0.8192326940918409,0.001902972563186085,0.12018774083280535,9.0,0.061217443837617846
150,150,500.0,0.75,0.8131898786839112,0.0016988425173115173,0.11079407721596851,9.0,0.061217443837617846
150,150,1000.0,0.75,0.822241508633078,0.0013051495234381962,0.0910569434956881,9.0,0.061217443837617846
150,150,1500.0,0.75,0.8310678538789273,0.0011863924809375878,0.08474232006697055,9.0,0.061217443837617846
150,150,100.0,0.75,0.744403574895939,0.004884010508550007,0.20931473608071458,10.0,0.10005195896310695
150,150,200.0,0.75,0.7157072544863013,0.003207360585757616,0.1749469410413245,10.0,0.10607323312849215
150,150,300.0,0.75,0.709141729278207,0.002414307763641848,0.1448584658185109,10.0,0.06483033475874707
150,150,400.0,0.75,0.7241168743174551,0.0020262274927006878,0.12797226269688552,10.0,0.06483033475874707
150,150,500.0,0.75,0.7200555129197362,0.001807354089896359,0.11787091890628427,10.0,0.06483033475874707
150,150,1000.0,0.75,0.7498125834107635,0.0012541877993836642,0.08750147437560449,10.0,0.06483033475874707
150,150,1500.0,0.75,0.747889876990554,0.0011069990254376648,0.0790713589598332,10.0,0.06483033475874707
150,150,100.0,0.75,0.7690338265963635,0.004433476712736262,0.1900061448315541,11.0,0.09923823789459357
150,150,200.0,0.75,0.7158033627378878,0.003122128161399383,0.17029789971269363,11.0,0.0602156131032079
150,150,300.0,0.75,0.7517541853007571,0.0023266491964933785,0.13959895178960272,11.0,0.05390200673833776
150,150,400.0,0.75,0.7464928314234249,0.002054482040913137,0.12975676047872442,11.0,0.05390200673833776
150,150,500.0,0.75,0.7496741371851857,0.0018068925174253635,0.11784081635382805,11.0,0.05390200673833776
