n_plus,n_minus,n_target,pi_target,pi,var_n,var,seed
150,150,100.0,0.75,0.719470324589587,0.0033505931844795573,0.14359685076340958,0.0
150,150,200.0,0.75,0.6913620455192517,0.00296138044489372,0.16152984244874835,0.0
150,150,300.0,0.75,0.6941968568507719,0.002170064898810646,0.13020389392863876,0.0
150,150,400.0,0.75,0.7015556139285275,0.0017365326277982906,0.10967574491357623,0.0
150,150,500.0,0.75,0.7042908239627418,0.001582926255335582,0.10323432100014665,0.0
150,150,1000.0,0.75,0.7102270192555651,0.0011069198452898972,0.07722696595045794,0.0
150,150,1500.0,0.75,0.721166293526445,0.0009816003032445796,0.07011430737461283,0.0
150,150,100.0,0.75,0.7888701721745099,0.004000726581904963,0.17145971065306984,1.0
150,150,200.0,0.75,0.749172434601354,0.003811251987220787,0.20788647203022476,1.0
150,150,300.0,0.75,0.7617874812255453,0.002853306179079612,0.17119837074477673,1.0
150,150,400.0,0.75,0.7635727822415537,0.002372846138668977,0.14986396665277749,1.0
150,150,500.0,0.75,0.7562311065719795,0.0020755655636302828,0.13536297154110538,1.0
150,150,1000.0,0.75,0.7744541353018001,0.0015609456316755931,0.10890318360527394,1.0
150,150,1500.0,0.75,0.7755040778815283,0.0014021387027017052,0.10015276447869322,1.0
150,150,100.0,0.75,0.7533438623013292,0.005808736383298592,0.24894584499851108,2.0
150,150,200.0,0.75,0.7068194462496757,0.0029516951905454152,0.16100155584793174,2.0
150,150,300.0,0.75,0.692582493116654,0.002131749534480874,0.12790497206885246,2.0
150,150,400.0,0.75,0.6966281152076507,0.0018562428164143664,0.11723638840511787,2.0
150,150,500.0,0.75,0.6935722771155367,0.0016330303499185312,0.10650197934251289,2.0
150,150,1000.0,0.75,0.6812507689964137,0.001222968259542688,0.08532336694483869,2.0
150,150,1500.0,0.75,0.6749345964407713,0.0010649798149628734,0.07606998678306237,2.0
150,150,100.0,0.75,0.7106894892102936,0.0041748726277026,0.1789231126158257,3.0
150,150,200.0,0.75,0.7901983887923323,0.0031679487179012466,0.17279720279461344,3.0
150,150,300.0,0.75,0.7664344128127422,0.0023982774255733585,0.1438966455344015,3.0
150,150,400.0,0.75,0.7675742041303566,0.001988862270029264,0.12561235389658507,3.0
150,150,500.0,0.75,0.7776945885156819,0.00151623734329875,0.09888504412817935,3.0
150,150,1000.0,0.75,0.8023592675369314,0.0010949464875111223,0.07639161540775272,3.0
150,150,1500.0,0.75,0.7956216062088033,0.0009580932581995029,0.06843523272853591,3.0
150,150,100.0,0.75,0.6525386799663749,0.006377806155297693,0.27333454951275826,4.0
150,150,200.0,0.75,0.7328934013234668,0.004864647792273209,0.26534442503308414,4.0
150,150,300.0,0.75,0.710559460453654,0.002461538912413598,0.14769233474481588,4.0
150,150,400.0,0.75,0.7296449372913777,0.0020994879112648077,0.13259923650093522,4.0
150,150,500.0,0.75,0.7452641979669042,0.001840844829816745,0.12005509759674422,4.0
150,150,1000.0,0.75,0.7451690085198371,0.0013793178563226882,0.09623147834809453,4.0
150,150,1500.0,0.75,0.7632218639351177,0.0012228633026130048,0.08734737875807176,4.0
150,150,100.0,0.75,0.7265131432107297,0.005916237392025893,0.253553031086824,5.0
150,150,200.0,0.75,0.6707719242052742,0.003359200976346488,0.1832291441643539,5.0
150,150,300.0,0.75,0.7103374815659546,0.002483262389804419,0.14899574338826516,5.0
150,150,400.0,0.75,0.7151618799376446,0.002029531055102875,0.12818090874333948,5.0
150,150,500.0,0.75,0.7141358205845274,0.0018054664517550081,0.11774781207097879,5.0
150,150,1000.0,0.75,0.7254854681536367,0.0014113375101395306,0.0984654076841533,5.0
150,150,1500.0,0.75,0.7314395982325776,0.0013026538947748004,0.09304670676962859,5.0
150,150,100.0,0.75,0.5801732258726956,0.006368680168375058,0.27294343578750246,6.0
150,150,200.0,0.75,0.6507060281806639,0.0028585578005175943,0.15592133457368695,6.0
150,150,300.0,0.75,0.7740991547420054,0.0019518916488158017,0.11711349892894811,6.0
150,150,400.0,0.75,0.7643049892460189,0.0017221872635474237,0.10876972190825833,6.0
150,150,500.0,0.75,0.6916698032836239,0.0016710338418034253,0.10898046794370164,6.0
150,150,1000.0,0.75,0.7357189185483262,0.0012685135693614193,0.0885009466996339,6.0
150,150,1500.0,0.75,0.7307144554403262,0.0011324488910045706,0.08088920650032645,6.0
150,150,100.0,0.75,0.716668572409062,0.004711841394522875,0.20193605976526605,7.0
150,150,200.0,0.75,0.7464929459911452,0.0023676513854631147,0.1291446210252608,7.0
150,150,300.0,0.75,0.7398678551924938,0.001769181495272394,0.10615088971634364,7.0
150,150,400.0,0.75,0.7539110371152377,0.0014663849935404106,0.09261378906571013,7.0
150,150,500.0,0.75,0.7497475806606505,0.0013833981708200917,0.09022161983609293,7.0
150,150,1000.0,0.75,0.7391105179684382,0.0009763621485417857,0.06811828943314784,7.0
150,150,1500.0,0.75,0.7318312458679789,0.000840362728350908,0.06002590916792199,7.0
150,150,100.0,0.75,0.7262432166857942,0.006156535799200698,0.26385153425145846,8.0
150,150,200.0,0.75,0.8995906474702612,0.003875317642778508,0.21138096233337317,8.0
150,150,300.0,0.75,0.7556449109200999,0.002828472163160598,0.1697083297896359,8.0
150,150,400.0,0.75,0.7711776686831882,0.002374345893382645,0.1499586880031144,8.0
150,150,500.0,0.75,0.7724691127608618,0.00209403671757386,0.13656761201568654,8.0
150,150,1000.0,0.75,0.79333030127875,0.0015602120709470209,0.10885200494979215,8.0
150,150,1500.0,0.75,0.7817534268954459,0.0014259889429499289,0.10185635306785205,8.0
150,150,100.0,0.75,0.9219635770450274,0.0044813136712786965,0.1920563001976584,9.0
150,150,200.0,0.75,0.8328889851528144,0.0032755303209801383,0.17866529023528027,9.0
150,150,300.0,0.75,0.8296621238584209,0.0024992142387358154,0.14995285432414893,9.0
150,150,400.0,0.75,0.825193757895428,0.0020678246944898873,0.13059945438883497,9.0
150,150,500.0,0.75,0.8185543618927192,0.0018627496003412005,0.12148366958746959,9.0
150,150,1000.0,0.75,0.8338634754389183,0.0014215413048443925,0.09917730033798088,9.0
150,150,1500.0,0.75,0.8375488967239668,0.0012845317067577142,0.09175226476840814,9.0
150,150,100.0,0.75,0.733783571498853,0.00496307936174348,0.21270340121757772,10.0
150,150,200.0,0.75,0.7095530618124909,0.0033370829415588494,0.18202270590320996,10.0
150,150,300.0,0.75,0.69380513717015,0.002536442952476803,0.15218657714860817,10.0
150,150,400.0,0.75,0.7084441760126151,0.0021238615439790522,0.13413862383025593,10.0
150,150,500.0,0.75,0.6985481831090653,0.0019031535196261558,0.12411870780170581,10.0
