n_plus,n_minus,n_target,pi_target,gamma_rbf,var_n,var,seed
150,150,100.0,0.75,0.07300014599106255,0.006688450726251778,0.2866478882679333,
150,150,200.0,0.75,0.07287996264475986,0.004099435416644255,0.22360556818059574,
150,150,300.0,0.75,0.07280609562498616,0.0032364298229859683,0.1941857893791581,
150,150,400.0,0.75,0.07275537186610034,0.0028049268365576687,0.17715327388785274,
150,150,500.0,0.75,0.07271846733646552,0.0025460249563301657,0.1660451058476195,
150,150,1000.0,0.75,0.0726280617324136,0.002028220913419851,0.1415037846571989,
150,150,1500.0,0.75,0.0725911806864324,0.001855619452867478,0.1325442466333913,
