,sim_scenario,n_plus,n_minus,n_target,pi_target,gamma_selection_name,estimator,type,kernel,x,x_name,p,distributions,method_name,MSE,count_sim,facet_blocks
1146,sim_par_3,150,150,1500,0.25,one_over_p,nrm,V,laplacian,1500,"n_target, n_source=300",5,Gaussian,nrm_V_one_over_p_laplacian,0.0035083021350281107,100,"sim_par_3, pi_target = 0.25"
1147,sim_par_3,150,150,1500,0.25,one_over_p,nrm,V,rbf,1500,"n_target, n_source=300",5,Gaussian,nrm_V_one_over_p_rbf,0.0032697747915788585,100,"sim_par_3, pi_target = 0.25"
1176,sim_par_4,50,50,100,0.25,bootstrap_mse,ipr,U,laplacian,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_laplacian,0.006073449940814686,100,"sim_par_4, pi_target = 0.25"
1177,sim_par_4,50,50,100,0.25,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.005737580496196014,100,"sim_par_4, pi_target = 0.25"
1178,sim_par_4,50,50,100,0.25,bootstrap_mse,ipr,V,laplacian,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_laplacian,0.00726313800148025,100,"sim_par_4, pi_target = 0.25"
1179,sim_par_4,50,50,100,0.25,bootstrap_mse,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.007754104816515176,100,"sim_par_4, pi_target = 0.25"
1180,sim_par_4,50,50,100,0.25,bootstrap_var,ipr,U,laplacian,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_laplacian,0.006237642920229326,100,"sim_par_4, pi_target = 0.25"
1181,sim_par_4,50,50,100,0.25,bootstrap_var,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.006413760966989444,100,"sim_par_4, pi_target = 0.25"
1182,sim_par_4,50,50,100,0.25,bootstrap_var,ipr,V,laplacian,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_laplacian,0.006583119202078128,100,"sim_par_4, pi_target = 0.25"
1183,sim_par_4,50,50,100,0.25,bootstrap_var,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.0068898004104503575,100,"sim_par_4, pi_target = 0.25"
1184,sim_par_4,50,50,100,0.25,distance,ipr,U,laplacian,100,n_target=n_source,5,Gaussian,ipr_U_distance_laplacian,0.005916836059900551,100,"sim_par_4, pi_target = 0.25"
1185,sim_par_4,50,50,100,0.25,distance,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.005920208104502516,100,"sim_par_4, pi_target = 0.25"
1186,sim_par_4,50,50,100,0.25,distance,ipr,V,laplacian,100,n_target=n_source,5,Gaussian,ipr_V_distance_laplacian,0.004856798078515389,100,"sim_par_4, pi_target = 0.25"
1187,sim_par_4,50,50,100,0.25,distance,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.005062092156646504,100,"sim_par_4, pi_target = 0.25"
1188,sim_par_4,50,50,100,0.25,grid,ipr,U,laplacian,100,n_target=n_source,5,Gaussian,ipr_U_grid_laplacian,0.0056135637950458376,100,"sim_par_4, pi_target = 0.25"
1189,sim_par_4,50,50,100,0.25,grid,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.005182774791400529,100,"sim_par_4, pi_target = 0.25"
1190,sim_par_4,50,50,100,0.25,grid,ipr,V,laplacian,100,n_target=n_source,5,Gaussian,ipr_V_grid_laplacian,0.006583119202078128,100,"sim_par_4, pi_target = 0.25"
1191,sim_par_4,50,50,100,0.25,grid,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.0071119978031114915,100,"sim_par_4, pi_target = 0.25"
1192,sim_par_4,50,50,100,0.25,numerical,ipr,U,laplacian,100,n_target=n_source,5,Gaussian,ipr_U_numerical_laplacian,0.005595405554159307,100,"sim_par_4, pi_target = 0.25"
1193,sim_par_4,50,50,100,0.25,numerical,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.005227795302604872,100,"sim_par_4, pi_target = 0.25"
1194,sim_par_4,50,50,100,0.25,numerical,ipr,V,laplacian,100,n_target=n_source,5,Gaussian,ipr_V_numerical_laplacian,0.007013973213952076,100,"sim_par_4, pi_target = 0.25"
1195,sim_par_4,50,50,100,0.25,numerical,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.007201563584063625,100,"sim_par_4, pi_target = 0.25"
1196,sim_par_4,50,50,100,0.25,one_over_p,ipr,U,laplacian,100,n_target=n_source,5,Gaussian,ipr_U_one_over_p_laplacian,0.0057295483323112715,100,"sim_par_4, pi_target = 0.25"
1197,sim_par_4,50,50,100,0.25,one_over_p,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.006207073317601283,100,"sim_par_4, pi_target = 0.25"
1198,sim_par_4,50,50,100,0.25,one_over_p,ipr,V,laplacian,100,n_target=n_source,5,Gaussian,ipr_V_one_over_p_laplacian,0.0049118520469587125,100,"sim_par_4, pi_target = 0.25"
1199,sim_par_4,50,50,100,0.25,one_over_p,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.0051456550243370106,100,"sim_par_4, pi_target = 0.25"
1200,sim_par_4,50,50,100,0.25,one_over_p,nrm,U,laplacian,100,n_target=n_source,5,Gaussian,nrm_U_one_over_p_laplacian,0.010027814305481424,100,"sim_par_4, pi_target = 0.25"
1201,sim_par_4,50,50,100,0.25,one_over_p,nrm,U,rbf,100,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.011864593773392145,100,"sim_par_4, pi_target = 0.25"
1202,sim_par_4,50,50,100,0.25,one_over_p,nrm,V,laplacian,100,n_target=n_source,5,Gaussian,nrm_V_one_over_p_laplacian,0.02487605976564344,100,"sim_par_4, pi_target = 0.25"
1203,sim_par_4,50,50,100,0.25,one_over_p,nrm,V,rbf,100,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.021915160291063468,100,"sim_par_4, pi_target = 0.25"
1232,sim_par_4,100,100,200,0.25,bootstrap_mse,ipr,U,laplacian,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_laplacian,0.0029923634865913736,100,"sim_par_4, pi_target = 0.25"
1233,sim_par_4,100,100,200,0.25,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.0031836334418285945,100,"sim_par_4, pi_target = 0.25"
1234,sim_par_4,100,100,200,0.25,bootstrap_mse,ipr,V,laplacian,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_laplacian,0.0031357915663844755,100,"sim_par_4, pi_target = 0.25"
1235,sim_par_4,100,100,200,0.25,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0030953724903883097,100,"sim_par_4, pi_target = 0.25"
1236,sim_par_4,100,100,200,0.25,bootstrap_var,ipr,U,laplacian,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_laplacian,0.0030645920959547534,100,"sim_par_4, pi_target = 0.25"
1237,sim_par_4,100,100,200,0.25,bootstrap_var,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.0033742932928041524,100,"sim_par_4, pi_target = 0.25"
1238,sim_par_4,100,100,200,0.25,bootstrap_var,ipr,V,laplacian,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_laplacian,0.003016203660075079,100,"sim_par_4, pi_target = 0.25"
1239,sim_par_4,100,100,200,0.25,bootstrap_var,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.003225571565130715,100,"sim_par_4, pi_target = 0.25"
1240,sim_par_4,100,100,200,0.25,distance,ipr,U,laplacian,200,n_target=n_source,5,Gaussian,ipr_U_distance_laplacian,0.002746667139002328,100,"sim_par_4, pi_target = 0.25"
1241,sim_par_4,100,100,200,0.25,distance,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.0026490752219007247,100,"sim_par_4, pi_target = 0.25"
1242,sim_par_4,100,100,200,0.25,distance,ipr,V,laplacian,200,n_target=n_source,5,Gaussian,ipr_V_distance_laplacian,0.002617321029088347,100,"sim_par_4, pi_target = 0.25"
1243,sim_par_4,100,100,200,0.25,distance,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.002675967646436655,100,"sim_par_4, pi_target = 0.25"
1244,sim_par_4,100,100,200,0.25,grid,ipr,U,laplacian,200,n_target=n_source,5,Gaussian,ipr_U_grid_laplacian,0.0028951055103930506,100,"sim_par_4, pi_target = 0.25"
1245,sim_par_4,100,100,200,0.25,grid,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.002847507146187209,100,"sim_par_4, pi_target = 0.25"
1246,sim_par_4,100,100,200,0.25,grid,ipr,V,laplacian,200,n_target=n_source,5,Gaussian,ipr_V_grid_laplacian,0.003016203660075079,100,"sim_par_4, pi_target = 0.25"
1247,sim_par_4,100,100,200,0.25,grid,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.0029495361824852673,100,"sim_par_4, pi_target = 0.25"
1248,sim_par_4,100,100,200,0.25,numerical,ipr,U,laplacian,200,n_target=n_source,5,Gaussian,ipr_U_numerical_laplacian,0.0029097425494667684,100,"sim_par_4, pi_target = 0.25"
1249,sim_par_4,100,100,200,0.25,numerical,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.0028692543327904006,100,"sim_par_4, pi_target = 0.25"
1250,sim_par_4,100,100,200,0.25,numerical,ipr,V,laplacian,200,n_target=n_source,5,Gaussian,ipr_V_numerical_laplacian,0.0031317948946424402,100,"sim_par_4, pi_target = 0.25"
1251,sim_par_4,100,100,200,0.25,numerical,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.0027677094346887305,100,"sim_par_4, pi_target = 0.25"
1252,sim_par_4,100,100,200,0.25,one_over_p,ipr,U,laplacian,200,n_target=n_source,5,Gaussian,ipr_U_one_over_p_laplacian,0.00287614580154453,100,"sim_par_4, pi_target = 0.25"
1253,sim_par_4,100,100,200,0.25,one_over_p,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.0032195202665310746,100,"sim_par_4, pi_target = 0.25"
1254,sim_par_4,100,100,200,0.25,one_over_p,ipr,V,laplacian,200,n_target=n_source,5,Gaussian,ipr_V_one_over_p_laplacian,0.002505977874478103,100,"sim_par_4, pi_target = 0.25"
1255,sim_par_4,100,100,200,0.25,one_over_p,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.0027388833914249334,100,"sim_par_4, pi_target = 0.25"
1256,sim_par_4,100,100,200,0.25,one_over_p,nrm,U,laplacian,200,n_target=n_source,5,Gaussian,nrm_U_one_over_p_laplacian,0.0035984498009477795,100,"sim_par_4, pi_target = 0.25"
1257,sim_par_4,100,100,200,0.25,one_over_p,nrm,U,rbf,200,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.004911471545421481,100,"sim_par_4, pi_target = 0.25"
1258,sim_par_4,100,100,200,0.25,one_over_p,nrm,V,laplacian,200,n_target=n_source,5,Gaussian,nrm_V_one_over_p_laplacian,0.009603389725416155,100,"sim_par_4, pi_target = 0.25"
1259,sim_par_4,100,100,200,0.25,one_over_p,nrm,V,rbf,200,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.008490371114638502,100,"sim_par_4, pi_target = 0.25"
1288,sim_par_4,150,150,300,0.25,bootstrap_mse,ipr,U,laplacian,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_laplacian,0.0018024898820316385,100,"sim_par_4, pi_target = 0.25"
1289,sim_par_4,150,150,300,0.25,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.001615825604492574,100,"sim_par_4, pi_target = 0.25"
1290,sim_par_4,150,150,300,0.25,bootstrap_mse,ipr,V,laplacian,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_laplacian,0.001971732876972014,100,"sim_par_4, pi_target = 0.25"
1291,sim_par_4,150,150,300,0.25,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0017478029007601795,100,"sim_par_4, pi_target = 0.25"
1292,sim_par_4,150,150,300,0.25,bootstrap_var,ipr,U,laplacian,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_laplacian,0.0018924991692176533,100,"sim_par_4, pi_target = 0.25"
1293,sim_par_4,150,150,300,0.25,bootstrap_var,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.0017824791445910876,100,"sim_par_4, pi_target = 0.25"
1294,sim_par_4,150,150,300,0.25,bootstrap_var,ipr,V,laplacian,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_laplacian,0.0020665232886052146,100,"sim_par_4, pi_target = 0.25"
1295,sim_par_4,150,150,300,0.25,bootstrap_var,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.0021748812277347673,100,"sim_par_4, pi_target = 0.25"
1296,sim_par_4,150,150,300,0.25,distance,ipr,U,laplacian,300,n_target=n_source,5,Gaussian,ipr_U_distance_laplacian,0.0018230464760856996,100,"sim_par_4, pi_target = 0.25"
1297,sim_par_4,150,150,300,0.25,distance,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.001888170656549809,100,"sim_par_4, pi_target = 0.25"
1298,sim_par_4,150,150,300,0.25,distance,ipr,V,laplacian,300,n_target=n_source,5,Gaussian,ipr_V_distance_laplacian,0.0017432158571551058,100,"sim_par_4, pi_target = 0.25"
1299,sim_par_4,150,150,300,0.25,distance,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.0017351827966983829,100,"sim_par_4, pi_target = 0.25"
1300,sim_par_4,150,150,300,0.25,grid,ipr,U,laplacian,300,n_target=n_source,5,Gaussian,ipr_U_grid_laplacian,0.0017974728932659495,100,"sim_par_4, pi_target = 0.25"
1301,sim_par_4,150,150,300,0.25,grid,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.001677036030063639,100,"sim_par_4, pi_target = 0.25"
1302,sim_par_4,150,150,300,0.25,grid,ipr,V,laplacian,300,n_target=n_source,5,Gaussian,ipr_V_grid_laplacian,0.0020656309142723754,100,"sim_par_4, pi_target = 0.25"
1303,sim_par_4,150,150,300,0.25,grid,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.0016249859984720928,100,"sim_par_4, pi_target = 0.25"
1304,sim_par_4,150,150,300,0.25,numerical,ipr,U,laplacian,300,n_target=n_source,5,Gaussian,ipr_U_numerical_laplacian,0.001790731744141034,100,"sim_par_4, pi_target = 0.25"
1305,sim_par_4,150,150,300,0.25,numerical,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.001669074014387329,100,"sim_par_4, pi_target = 0.25"
1306,sim_par_4,150,150,300,0.25,numerical,ipr,V,laplacian,300,n_target=n_source,5,Gaussian,ipr_V_numerical_laplacian,0.0021489063459140343,100,"sim_par_4, pi_target = 0.25"
1307,sim_par_4,150,150,300,0.25,numerical,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.0016109909390382205,100,"sim_par_4, pi_target = 0.25"
1308,sim_par_4,150,150,300,0.25,one_over_p,ipr,U,laplacian,300,n_target=n_source,5,Gaussian,ipr_U_one_over_p_laplacian,0.001809086760778095,100,"sim_par_4, pi_target = 0.25"
1309,sim_par_4,150,150,300,0.25,one_over_p,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.0019081348809972917,100,"sim_par_4, pi_target = 0.25"
1310,sim_par_4,150,150,300,0.25,one_over_p,ipr,V,laplacian,300,n_target=n_source,5,Gaussian,ipr_V_one_over_p_laplacian,0.0017142561423548121,100,"sim_par_4, pi_target = 0.25"
1311,sim_par_4,150,150,300,0.25,one_over_p,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.001824686469777077,100,"sim_par_4, pi_target = 0.25"
1312,sim_par_4,150,150,300,0.25,one_over_p,nrm,U,laplacian,300,n_target=n_source,5,Gaussian,nrm_U_one_over_p_laplacian,0.0021709554210409647,100,"sim_par_4, pi_target = 0.25"
1313,sim_par_4,150,150,300,0.25,one_over_p,nrm,U,rbf,300,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.0024849678425686392,100,"sim_par_4, pi_target = 0.25"
1314,sim_par_4,150,150,300,0.25,one_over_p,nrm,V,laplacian,300,n_target=n_source,5,Gaussian,nrm_V_one_over_p_laplacian,0.0054878460103982675,100,"sim_par_4, pi_target = 0.25"
1315,sim_par_4,150,150,300,0.25,one_over_p,nrm,V,rbf,300,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.005072581547496271,100,"sim_par_4, pi_target = 0.25"
1344,sim_par_4,200,200,400,0.25,bootstrap_mse,ipr,U,laplacian,400,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_laplacian,0.0013931634365726528,100,"sim_par_4, pi_target = 0.25"
1345,sim_par_4,200,200,400,0.25,bootstrap_mse,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.001251435404727707,100,"sim_par_4, pi_target = 0.25"
1346,sim_par_4,200,200,400,0.25,bootstrap_mse,ipr,V,laplacian,400,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_laplacian,0.001350807562423103,100,"sim_par_4, pi_target = 0.25"
1347,sim_par_4,200,200,400,0.25,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0013785179584372114,100,"sim_par_4, pi_target = 0.25"
1348,sim_par_4,200,200,400,0.25,bootstrap_var,ipr,U,laplacian,400,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_laplacian,0.0014586599914023523,100,"sim_par_4, pi_target = 0.25"
1349,sim_par_4,200,200,400,0.25,bootstrap_var,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.0013245586723207475,100,"sim_par_4, pi_target = 0.25"
1350,sim_par_4,200,200,400,0.25,bootstrap_var,ipr,V,laplacian,400,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_laplacian,0.0013523074186247402,100,"sim_par_4, pi_target = 0.25"
1351,sim_par_4,200,200,400,0.25,bootstrap_var,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.0012790251264095714,100,"sim_par_4, pi_target = 0.25"
1352,sim_par_4,200,200,400,0.25,distance,ipr,U,laplacian,400,n_target=n_source,5,Gaussian,ipr_U_distance_laplacian,0.0013935236570909398,100,"sim_par_4, pi_target = 0.25"
1353,sim_par_4,200,200,400,0.25,distance,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.0014008390819215495,100,"sim_par_4, pi_target = 0.25"
1354,sim_par_4,200,200,400,0.25,distance,ipr,V,laplacian,400,n_target=n_source,5,Gaussian,ipr_V_distance_laplacian,0.0013186280655766338,100,"sim_par_4, pi_target = 0.25"
1355,sim_par_4,200,200,400,0.25,distance,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.0013199850670486226,100,"sim_par_4, pi_target = 0.25"
1356,sim_par_4,200,200,400,0.25,grid,ipr,U,laplacian,400,n_target=n_source,5,Gaussian,ipr_U_grid_laplacian,0.0013454884145362197,100,"sim_par_4, pi_target = 0.25"
1357,sim_par_4,200,200,400,0.25,grid,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.0012432742925698732,100,"sim_par_4, pi_target = 0.25"
1358,sim_par_4,200,200,400,0.25,grid,ipr,V,laplacian,400,n_target=n_source,5,Gaussian,ipr_V_grid_laplacian,0.0013767978858498042,100,"sim_par_4, pi_target = 0.25"
1359,sim_par_4,200,200,400,0.25,grid,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.0011923478849387398,100,"sim_par_4, pi_target = 0.25"
1360,sim_par_4,200,200,400,0.25,numerical,ipr,U,laplacian,400,n_target=n_source,5,Gaussian,ipr_U_numerical_laplacian,0.0013490334478012695,100,"sim_par_4, pi_target = 0.25"
1361,sim_par_4,200,200,400,0.25,numerical,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.001249085482783947,100,"sim_par_4, pi_target = 0.25"
1362,sim_par_4,200,200,400,0.25,numerical,ipr,V,laplacian,400,n_target=n_source,5,Gaussian,ipr_V_numerical_laplacian,0.0014129476183766115,100,"sim_par_4, pi_target = 0.25"
1363,sim_par_4,200,200,400,0.25,numerical,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.0011783736454890343,100,"sim_par_4, pi_target = 0.25"
1364,sim_par_4,200,200,400,0.25,one_over_p,ipr,U,laplacian,400,n_target=n_source,5,Gaussian,ipr_U_one_over_p_laplacian,0.0013564913533179895,100,"sim_par_4, pi_target = 0.25"
1365,sim_par_4,200,200,400,0.25,one_over_p,ipr,U,rbf,400,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.0013912759682738996,100,"sim_par_4, pi_target = 0.25"
1366,sim_par_4,200,200,400,0.25,one_over_p,ipr,V,laplacian,400,n_target=n_source,5,Gaussian,ipr_V_one_over_p_laplacian,0.001230502478469157,100,"sim_par_4, pi_target = 0.25"
1367,sim_par_4,200,200,400,0.25,one_over_p,ipr,V,rbf,400,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.0012983439173492445,100,"sim_par_4, pi_target = 0.25"
1368,sim_par_4,200,200,400,0.25,one_over_p,nrm,U,laplacian,400,n_target=n_source,5,Gaussian,nrm_U_one_over_p_laplacian,0.001684605221228201,100,"sim_par_4, pi_target = 0.25"
1369,sim_par_4,200,200,400,0.25,one_over_p,nrm,U,rbf,400,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.001784463899929524,100,"sim_par_4, pi_target = 0.25"
1370,sim_par_4,200,200,400,0.25,one_over_p,nrm,V,laplacian,400,n_target=n_source,5,Gaussian,nrm_V_one_over_p_laplacian,0.0032480941834790054,100,"sim_par_4, pi_target = 0.25"
1371,sim_par_4,200,200,400,0.25,one_over_p,nrm,V,rbf,400,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.0030429500845422707,100,"sim_par_4, pi_target = 0.25"
1400,sim_par_4,250,250,500,0.25,bootstrap_mse,ipr,U,laplacian,500,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_laplacian,0.0010820435389228588,100,"sim_par_4, pi_target = 0.25"
1401,sim_par_4,250,250,500,0.25,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.0010034002782905677,100,"sim_par_4, pi_target = 0.25"
1402,sim_par_4,250,250,500,0.25,bootstrap_mse,ipr,V,laplacian,500,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_laplacian,0.0011602519786399674,100,"sim_par_4, pi_target = 0.25"
1403,sim_par_4,250,250,500,0.25,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0009678001733717612,100,"sim_par_4, pi_target = 0.25"
1404,sim_par_4,250,250,500,0.25,bootstrap_var,ipr,U,laplacian,500,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_laplacian,0.0011265023353220752,100,"sim_par_4, pi_target = 0.25"
1405,sim_par_4,250,250,500,0.25,bootstrap_var,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.001065626581091107,100,"sim_par_4, pi_target = 0.25"
1406,sim_par_4,250,250,500,0.25,bootstrap_var,ipr,V,laplacian,500,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_laplacian,0.0011221148023992183,100,"sim_par_4, pi_target = 0.25"
1407,sim_par_4,250,250,500,0.25,bootstrap_var,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.0010312421342993467,100,"sim_par_4, pi_target = 0.25"
1408,sim_par_4,250,250,500,0.25,distance,ipr,U,laplacian,500,n_target=n_source,5,Gaussian,ipr_U_distance_laplacian,0.0011182594598486528,100,"sim_par_4, pi_target = 0.25"
1409,sim_par_4,250,250,500,0.25,distance,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.0010833367134864057,100,"sim_par_4, pi_target = 0.25"
1410,sim_par_4,250,250,500,0.25,distance,ipr,V,laplacian,500,n_target=n_source,5,Gaussian,ipr_V_distance_laplacian,0.001050989820124513,100,"sim_par_4, pi_target = 0.25"
1411,sim_par_4,250,250,500,0.25,distance,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.0010213996711602182,100,"sim_par_4, pi_target = 0.25"
1412,sim_par_4,250,250,500,0.25,grid,ipr,U,laplacian,500,n_target=n_source,5,Gaussian,ipr_U_grid_laplacian,0.0010815320911625465,100,"sim_par_4, pi_target = 0.25"
1413,sim_par_4,250,250,500,0.25,grid,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.0009867096119256578,100,"sim_par_4, pi_target = 0.25"
1414,sim_par_4,250,250,500,0.25,grid,ipr,V,laplacian,500,n_target=n_source,5,Gaussian,ipr_V_grid_laplacian,0.0011027227800153867,100,"sim_par_4, pi_target = 0.25"
1415,sim_par_4,250,250,500,0.25,grid,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.0009602168359328584,100,"sim_par_4, pi_target = 0.25"
1416,sim_par_4,250,250,500,0.25,numerical,ipr,U,laplacian,500,n_target=n_source,5,Gaussian,ipr_U_numerical_laplacian,0.0010692988372231105,100,"sim_par_4, pi_target = 0.25"
1417,sim_par_4,250,250,500,0.25,numerical,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.0009908147412872603,100,"sim_par_4, pi_target = 0.25"
1418,sim_par_4,250,250,500,0.25,numerical,ipr,V,laplacian,500,n_target=n_source,5,Gaussian,ipr_V_numerical_laplacian,0.0011195655464992574,100,"sim_par_4, pi_target = 0.25"
1419,sim_par_4,250,250,500,0.25,numerical,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.0009583767540567673,100,"sim_par_4, pi_target = 0.25"
1420,sim_par_4,250,250,500,0.25,one_over_p,ipr,U,laplacian,500,n_target=n_source,5,Gaussian,ipr_U_one_over_p_laplacian,0.0010714149619069887,100,"sim_par_4, pi_target = 0.25"
1421,sim_par_4,250,250,500,0.25,one_over_p,ipr,U,rbf,500,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.0011189084490144828,100,"sim_par_4, pi_target = 0.25"
1422,sim_par_4,250,250,500,0.25,one_over_p,ipr,V,laplacian,500,n_target=n_source,5,Gaussian,ipr_V_one_over_p_laplacian,0.001006077116478624,100,"sim_par_4, pi_target = 0.25"
1423,sim_par_4,250,250,500,0.25,one_over_p,ipr,V,rbf,500,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.001061033726752322,100,"sim_par_4, pi_target = 0.25"
