,sim_scenario,n_plus,n_minus,n_target,pi_target,gamma_selection_name,estimator,type,kernel,x,x_name,p,distributions,method_name,MSE,facet_blocks
583,sim_par_5,100,100,200,0.75,one_over_p,nrm,U,rbf,200,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.006237020540243103,"p = 10, sim_par_5, pi_target = 0.75"
586,sim_par_5,100,100,200,0.75,one_over_p,nrm,V,rbf,200,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.004556244031456784,"p = 10, sim_par_5, pi_target = 0.75"
631,sim_par_5,150,150,300,0.75,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.0038783520971902717,"p = 10, sim_par_5, pi_target = 0.75"
634,sim_par_5,150,150,300,0.75,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.004411728490957475,"p = 10, sim_par_5, pi_target = 0.75"
637,sim_par_5,150,150,300,0.75,bootstrap_var,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.003770377042019799,"p = 10, sim_par_5, pi_target = 0.75"
640,sim_par_5,150,150,300,0.75,bootstrap_var,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.004124537966362263,"p = 10, sim_par_5, pi_target = 0.75"
643,sim_par_5,150,150,300,0.75,distance,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.003955421591384284,"p = 10, sim_par_5, pi_target = 0.75"
646,sim_par_5,150,150,300,0.75,distance,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.0035080355807871975,"p = 10, sim_par_5, pi_target = 0.75"
649,sim_par_5,150,150,300,0.75,grid,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.0036830999789739163,"p = 10, sim_par_5, pi_target = 0.75"
652,sim_par_5,150,150,300,0.75,grid,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.004088585089285129,"p = 10, sim_par_5, pi_target = 0.75"
655,sim_par_5,150,150,300,0.75,numerical,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0036866040352694046,"p = 10, sim_par_5, pi_target = 0.75"
658,sim_par_5,150,150,300,0.75,numerical,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.009328805491820165,"p = 10, sim_par_5, pi_target = 0.75"
661,sim_par_5,150,150,300,0.75,one_over_p,ipr,U,rbf,300,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.003968334529821152,"p = 10, sim_par_5, pi_target = 0.75"
664,sim_par_5,150,150,300,0.75,one_over_p,ipr,V,rbf,300,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.004305887960282881,"p = 10, sim_par_5, pi_target = 0.75"
667,sim_par_5,150,150,300,0.75,one_over_p,nrm,U,rbf,300,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.0041705602116022785,"p = 10, sim_par_5, pi_target = 0.75"
670,sim_par_5,150,150,300,0.75,one_over_p,nrm,V,rbf,300,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.003133305694347916,"p = 10, sim_par_5, pi_target = 0.75"
715,sim_par_5,200,200,400,0.75,bootstrap_mse,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.003196411092558426,"p = 10, sim_par_5, pi_target = 0.75"
718,sim_par_5,200,200,400,0.75,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.0034083416610177124,"p = 10, sim_par_5, pi_target = 0.75"
721,sim_par_5,200,200,400,0.75,bootstrap_var,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.003078498844609371,"p = 10, sim_par_5, pi_target = 0.75"
724,sim_par_5,200,200,400,0.75,bootstrap_var,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.003223562628475219,"p = 10, sim_par_5, pi_target = 0.75"
727,sim_par_5,200,200,400,0.75,distance,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.0030985990226671313,"p = 10, sim_par_5, pi_target = 0.75"
730,sim_par_5,200,200,400,0.75,distance,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.002890029948554911,"p = 10, sim_par_5, pi_target = 0.75"
733,sim_par_5,200,200,400,0.75,grid,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.0029748950820782083,"p = 10, sim_par_5, pi_target = 0.75"
736,sim_par_5,200,200,400,0.75,grid,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.0032145929074458447,"p = 10, sim_par_5, pi_target = 0.75"
739,sim_par_5,200,200,400,0.75,numerical,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0029892239931589505,"p = 10, sim_par_5, pi_target = 0.75"
742,sim_par_5,200,200,400,0.75,numerical,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.006192891761068263,"p = 10, sim_par_5, pi_target = 0.75"
745,sim_par_5,200,200,400,0.75,one_over_p,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.0032717456305974713,"p = 10, sim_par_5, pi_target = 0.75"
748,sim_par_5,200,200,400,0.75,one_over_p,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.0034108151583773084,"p = 10, sim_par_5, pi_target = 0.75"
751,sim_par_5,200,200,400,0.75,one_over_p,nrm,U,rbf,400,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.0033479767296620043,"p = 10, sim_par_5, pi_target = 0.75"
754,sim_par_5,200,200,400,0.75,one_over_p,nrm,V,rbf,400,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.0026804142858697184,"p = 10, sim_par_5, pi_target = 0.75"
799,sim_par_5,250,250,500,0.75,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.0022554701272848613,"p = 10, sim_par_5, pi_target = 0.75"
802,sim_par_5,250,250,500,0.75,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.002424552454516857,"p = 10, sim_par_5, pi_target = 0.75"
805,sim_par_5,250,250,500,0.75,bootstrap_var,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.0022733085247502345,"p = 10, sim_par_5, pi_target = 0.75"
808,sim_par_5,250,250,500,0.75,bootstrap_var,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.002395966213368888,"p = 10, sim_par_5, pi_target = 0.75"
811,sim_par_5,250,250,500,0.75,distance,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.002272323187896716,"p = 10, sim_par_5, pi_target = 0.75"
814,sim_par_5,250,250,500,0.75,distance,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.0021108272511433735,"p = 10, sim_par_5, pi_target = 0.75"
817,sim_par_5,250,250,500,0.75,grid,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.0021817183824570066,"p = 10, sim_par_5, pi_target = 0.75"
820,sim_par_5,250,250,500,0.75,grid,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.0023395625885116035,"p = 10, sim_par_5, pi_target = 0.75"
823,sim_par_5,250,250,500,0.75,numerical,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0021751161509633754,"p = 10, sim_par_5, pi_target = 0.75"
826,sim_par_5,250,250,500,0.75,numerical,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.004117770932518437,"p = 10, sim_par_5, pi_target = 0.75"
829,sim_par_5,250,250,500,0.75,one_over_p,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.002393722334970866,"p = 10, sim_par_5, pi_target = 0.75"
832,sim_par_5,250,250,500,0.75,one_over_p,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.0025637371525045107,"p = 10, sim_par_5, pi_target = 0.75"
835,sim_par_5,250,250,500,0.75,one_over_p,nrm,U,rbf,500,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.002452656823874708,"p = 10, sim_par_5, pi_target = 0.75"
838,sim_par_5,250,250,500,0.75,one_over_p,nrm,V,rbf,500,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.0020604180684574893,"p = 10, sim_par_5, pi_target = 0.75"
464,sim_par_5,50,50,100,0.75,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.007326403752512058,"p = 20, sim_par_5, pi_target = 0.75"
467,sim_par_5,50,50,100,0.75,bootstrap_mse,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0072731979564449045,"p = 20, sim_par_5, pi_target = 0.75"
470,sim_par_5,50,50,100,0.75,bootstrap_var,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.007466270407329769,"p = 20, sim_par_5, pi_target = 0.75"
473,sim_par_5,50,50,100,0.75,bootstrap_var,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.007151866167022525,"p = 20, sim_par_5, pi_target = 0.75"
476,sim_par_5,50,50,100,0.75,distance,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.00737564037512056,"p = 20, sim_par_5, pi_target = 0.75"
479,sim_par_5,50,50,100,0.75,distance,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.005864843114821578,"p = 20, sim_par_5, pi_target = 0.75"
482,sim_par_5,50,50,100,0.75,grid,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.007167208165576522,"p = 20, sim_par_5, pi_target = 0.75"
485,sim_par_5,50,50,100,0.75,grid,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.007151866167022525,"p = 20, sim_par_5, pi_target = 0.75"
488,sim_par_5,50,50,100,0.75,numerical,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.007172279116075323,"p = 20, sim_par_5, pi_target = 0.75"
491,sim_par_5,50,50,100,0.75,numerical,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.026842067168079527,"p = 20, sim_par_5, pi_target = 0.75"
494,sim_par_5,50,50,100,0.75,one_over_p,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.008183498640853685,"p = 20, sim_par_5, pi_target = 0.75"
497,sim_par_5,50,50,100,0.75,one_over_p,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.01030096076860964,"p = 20, sim_par_5, pi_target = 0.75"
500,sim_par_5,50,50,100,0.75,one_over_p,nrm,U,rbf,100,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.007635815260337646,"p = 20, sim_par_5, pi_target = 0.75"
503,sim_par_5,50,50,100,0.75,one_over_p,nrm,V,rbf,100,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.0047743105605336685,"p = 20, sim_par_5, pi_target = 0.75"
548,sim_par_5,100,100,200,0.75,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0038957285635526804,"p = 20, sim_par_5, pi_target = 0.75"
551,sim_par_5,100,100,200,0.75,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.003515977570531495,"p = 20, sim_par_5, pi_target = 0.75"
554,sim_par_5,100,100,200,0.75,bootstrap_var,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.003828806928826303,"p = 20, sim_par_5, pi_target = 0.75"
557,sim_par_5,100,100,200,0.75,bootstrap_var,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.003236903434502645,"p = 20, sim_par_5, pi_target = 0.75"
560,sim_par_5,100,100,200,0.75,distance,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.003888124680883063,"p = 20, sim_par_5, pi_target = 0.75"
563,sim_par_5,100,100,200,0.75,distance,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.003164537533535304,"p = 20, sim_par_5, pi_target = 0.75"
566,sim_par_5,100,100,200,0.75,grid,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.003836783257356892,"p = 20, sim_par_5, pi_target = 0.75"
569,sim_par_5,100,100,200,0.75,grid,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.003236903434502645,"p = 20, sim_par_5, pi_target = 0.75"
572,sim_par_5,100,100,200,0.75,numerical,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0038570663123028482,"p = 20, sim_par_5, pi_target = 0.75"
575,sim_par_5,100,100,200,0.75,numerical,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.01435825191859483,"p = 20, sim_par_5, pi_target = 0.75"
578,sim_par_5,100,100,200,0.75,one_over_p,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.003948830298718728,"p = 20, sim_par_5, pi_target = 0.75"
581,sim_par_5,100,100,200,0.75,one_over_p,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.004269288799819158,"p = 20, sim_par_5, pi_target = 0.75"
584,sim_par_5,100,100,200,0.75,one_over_p,nrm,U,rbf,200,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.003826000947626575,"p = 20, sim_par_5, pi_target = 0.75"
587,sim_par_5,100,100,200,0.75,one_over_p,nrm,V,rbf,200,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.003287675608316787,"p = 20, sim_par_5, pi_target = 0.75"
632,sim_par_5,150,150,300,0.75,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0019352914497191326,"p = 20, sim_par_5, pi_target = 0.75"
635,sim_par_5,150,150,300,0.75,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.002139139091288722,"p = 20, sim_par_5, pi_target = 0.75"
638,sim_par_5,150,150,300,0.75,bootstrap_var,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.0018269545596439458,"p = 20, sim_par_5, pi_target = 0.75"
641,sim_par_5,150,150,300,0.75,bootstrap_var,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.0020346356811761796,"p = 20, sim_par_5, pi_target = 0.75"
644,sim_par_5,150,150,300,0.75,distance,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0019380708441230888,"p = 20, sim_par_5, pi_target = 0.75"
647,sim_par_5,150,150,300,0.75,distance,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0019199968668637854,"p = 20, sim_par_5, pi_target = 0.75"
650,sim_par_5,150,150,300,0.75,grid,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0018165378846269223,"p = 20, sim_par_5, pi_target = 0.75"
653,sim_par_5,150,150,300,0.75,grid,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.0020346356811761796,"p = 20, sim_par_5, pi_target = 0.75"
656,sim_par_5,150,150,300,0.75,numerical,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0018128209895533064,"p = 20, sim_par_5, pi_target = 0.75"
659,sim_par_5,150,150,300,0.75,numerical,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.009748113020132988,"p = 20, sim_par_5, pi_target = 0.75"
662,sim_par_5,150,150,300,0.75,one_over_p,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.001859164354876386,"p = 20, sim_par_5, pi_target = 0.75"
665,sim_par_5,150,150,300,0.75,one_over_p,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.00274347070971696,"p = 20, sim_par_5, pi_target = 0.75"
668,sim_par_5,150,150,300,0.75,one_over_p,nrm,U,rbf,300,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.0018106738640802811,"p = 20, sim_par_5, pi_target = 0.75"
671,sim_par_5,150,150,300,0.75,one_over_p,nrm,V,rbf,300,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.0015914086157364888,"p = 20, sim_par_5, pi_target = 0.75"
716,sim_par_5,200,200,400,0.75,bootstrap_mse,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.001739853234217477,"p = 20, sim_par_5, pi_target = 0.75"
719,sim_par_5,200,200,400,0.75,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.001595426003126929,"p = 20, sim_par_5, pi_target = 0.75"
722,sim_par_5,200,200,400,0.75,bootstrap_var,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.0016557663983695701,"p = 20, sim_par_5, pi_target = 0.75"
725,sim_par_5,200,200,400,0.75,bootstrap_var,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.00154350545541784,"p = 20, sim_par_5, pi_target = 0.75"
728,sim_par_5,200,200,400,0.75,distance,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.001729282522831187,"p = 20, sim_par_5, pi_target = 0.75"
731,sim_par_5,200,200,400,0.75,distance,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0016231440238121456,"p = 20, sim_par_5, pi_target = 0.75"
734,sim_par_5,200,200,400,0.75,grid,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0016494947835577428,"p = 20, sim_par_5, pi_target = 0.75"
737,sim_par_5,200,200,400,0.75,grid,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.001545917964431677,"p = 20, sim_par_5, pi_target = 0.75"
740,sim_par_5,200,200,400,0.75,numerical,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0016482371089873412,"p = 20, sim_par_5, pi_target = 0.75"
743,sim_par_5,200,200,400,0.75,numerical,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.006279964394684644,"p = 20, sim_par_5, pi_target = 0.75"
746,sim_par_5,200,200,400,0.75,one_over_p,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.0016640230541341502,"p = 20, sim_par_5, pi_target = 0.75"
749,sim_par_5,200,200,400,0.75,one_over_p,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.0018279185684875398,"p = 20, sim_par_5, pi_target = 0.75"
752,sim_par_5,200,200,400,0.75,one_over_p,nrm,U,rbf,400,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.001619377809614934,"p = 20, sim_par_5, pi_target = 0.75"
755,sim_par_5,200,200,400,0.75,one_over_p,nrm,V,rbf,400,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.0015735589081986398,"p = 20, sim_par_5, pi_target = 0.75"
800,sim_par_5,250,250,500,0.75,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0011911392383770602,"p = 20, sim_par_5, pi_target = 0.75"
803,sim_par_5,250,250,500,0.75,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0011481866999733944,"p = 20, sim_par_5, pi_target = 0.75"
806,sim_par_5,250,250,500,0.75,bootstrap_var,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.001173559185173232,"p = 20, sim_par_5, pi_target = 0.75"
809,sim_par_5,250,250,500,0.75,bootstrap_var,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.001122881397465328,"p = 20, sim_par_5, pi_target = 0.75"
812,sim_par_5,250,250,500,0.75,distance,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.00120260217045798,"p = 20, sim_par_5, pi_target = 0.75"
815,sim_par_5,250,250,500,0.75,distance,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.001110433329975104,"p = 20, sim_par_5, pi_target = 0.75"
818,sim_par_5,250,250,500,0.75,grid,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0011844680926422126,"p = 20, sim_par_5, pi_target = 0.75"
821,sim_par_5,250,250,500,0.75,grid,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.0011208268029471804,"p = 20, sim_par_5, pi_target = 0.75"
824,sim_par_5,250,250,500,0.75,numerical,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0011828058507968862,"p = 20, sim_par_5, pi_target = 0.75"
827,sim_par_5,250,250,500,0.75,numerical,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.004712265186516349,"p = 20, sim_par_5, pi_target = 0.75"
830,sim_par_5,250,250,500,0.75,one_over_p,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.0012454412109490108,"p = 20, sim_par_5, pi_target = 0.75"
833,sim_par_5,250,250,500,0.75,one_over_p,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.0013550578463738937,"p = 20, sim_par_5, pi_target = 0.75"
836,sim_par_5,250,250,500,0.75,one_over_p,nrm,U,rbf,500,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.0012040569286409105,"p = 20, sim_par_5, pi_target = 0.75"
839,sim_par_5,250,250,500,0.75,one_over_p,nrm,V,rbf,500,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.0012085429915998308,"p = 20, sim_par_5, pi_target = 0.75"
882,sim_par_6,50,50,100,0.75,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.006933489867778891,"p = 5, sim_par_6, pi_target = 0.75"
885,sim_par_6,50,50,100,0.75,bootstrap_mse,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.011277045950624478,"p = 5, sim_par_6, pi_target = 0.75"
888,sim_par_6,50,50,100,0.75,bootstrap_var,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.007787836124099341,"p = 5, sim_par_6, pi_target = 0.75"
891,sim_par_6,50,50,100,0.75,bootstrap_var,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.0111064385264362,"p = 5, sim_par_6, pi_target = 0.75"
894,sim_par_6,50,50,100,0.75,distance,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.007841277559156125,"p = 5, sim_par_6, pi_target = 0.75"
897,sim_par_6,50,50,100,0.75,distance,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.006800527541190723,"p = 5, sim_par_6, pi_target = 0.75"
900,sim_par_6,50,50,100,0.75,grid,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.00640867157735244,"p = 5, sim_par_6, pi_target = 0.75"
903,sim_par_6,50,50,100,0.75,grid,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.010880020325668139,"p = 5, sim_par_6, pi_target = 0.75"
906,sim_par_6,50,50,100,0.75,numerical,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.006425545070890704,"p = 5, sim_par_6, pi_target = 0.75"
909,sim_par_6,50,50,100,0.75,numerical,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.008858546415662746,"p = 5, sim_par_6, pi_target = 0.75"
912,sim_par_6,50,50,100,0.75,one_over_p,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.00711693691408161,"p = 5, sim_par_6, pi_target = 0.75"
915,sim_par_6,50,50,100,0.75,one_over_p,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.006840170985965432,"p = 5, sim_par_6, pi_target = 0.75"
918,sim_par_6,50,50,100,0.75,one_over_p,nrm,U,rbf,100,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.006579724373940537,"p = 5, sim_par_6, pi_target = 0.75"
921,sim_par_6,50,50,100,0.75,one_over_p,nrm,V,rbf,100,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.004584016695338734,"p = 5, sim_par_6, pi_target = 0.75"
966,sim_par_6,100,100,200,0.75,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.0038547658358696634,"p = 5, sim_par_6, pi_target = 0.75"
969,sim_par_6,100,100,200,0.75,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.004923876658090173,"p = 5, sim_par_6, pi_target = 0.75"
972,sim_par_6,100,100,200,0.75,bootstrap_var,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.0038941644424107685,"p = 5, sim_par_6, pi_target = 0.75"
975,sim_par_6,100,100,200,0.75,bootstrap_var,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.004358337752637918,"p = 5, sim_par_6, pi_target = 0.75"
978,sim_par_6,100,100,200,0.75,distance,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.0036808640258474516,"p = 5, sim_par_6, pi_target = 0.75"
981,sim_par_6,100,100,200,0.75,distance,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.003981404902096436,"p = 5, sim_par_6, pi_target = 0.75"
984,sim_par_6,100,100,200,0.75,grid,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.003569636293041456,"p = 5, sim_par_6, pi_target = 0.75"
987,sim_par_6,100,100,200,0.75,grid,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.004388576099434387,"p = 5, sim_par_6, pi_target = 0.75"
990,sim_par_6,100,100,200,0.75,numerical,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.0035373225686687864,"p = 5, sim_par_6, pi_target = 0.75"
