,sim_scenario,n_plus,n_minus,n_target,pi_target,gamma_selection_name,estimator,type,kernel,x,x_name,p,distributions,method_name,MSE,facet_blocks
676,sim_par_5,200,200,400,0.25,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.0030042346305253933,"p = 10, sim_par_5, pi_target = 0.25"
679,sim_par_5,200,200,400,0.25,bootstrap_var,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.002791556250334173,"p = 10, sim_par_5, pi_target = 0.25"
682,sim_par_5,200,200,400,0.25,bootstrap_var,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.0028631286139876285,"p = 10, sim_par_5, pi_target = 0.25"
685,sim_par_5,200,200,400,0.25,distance,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.0027911777429498862,"p = 10, sim_par_5, pi_target = 0.25"
688,sim_par_5,200,200,400,0.25,distance,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.002551182434933822,"p = 10, sim_par_5, pi_target = 0.25"
691,sim_par_5,200,200,400,0.25,grid,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.002696926716762348,"p = 10, sim_par_5, pi_target = 0.25"
694,sim_par_5,200,200,400,0.25,grid,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.0029049653407036994,"p = 10, sim_par_5, pi_target = 0.25"
697,sim_par_5,200,200,400,0.25,numerical,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0026864638175046742,"p = 10, sim_par_5, pi_target = 0.25"
700,sim_par_5,200,200,400,0.25,numerical,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.0059602803362456885,"p = 10, sim_par_5, pi_target = 0.25"
703,sim_par_5,200,200,400,0.25,one_over_p,ipr,U,rbf,400,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.002958978132943686,"p = 10, sim_par_5, pi_target = 0.25"
706,sim_par_5,200,200,400,0.25,one_over_p,ipr,V,rbf,400,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.003061922411500644,"p = 10, sim_par_5, pi_target = 0.25"
709,sim_par_5,200,200,400,0.25,one_over_p,nrm,U,rbf,400,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.006136734875489608,"p = 10, sim_par_5, pi_target = 0.25"
712,sim_par_5,200,200,400,0.25,one_over_p,nrm,V,rbf,400,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.01814971733807838,"p = 10, sim_par_5, pi_target = 0.25"
757,sim_par_5,250,250,500,0.25,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_bootstrap_mse_rbf,0.0023941011241771595,"p = 10, sim_par_5, pi_target = 0.25"
760,sim_par_5,250,250,500,0.25,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_bootstrap_mse_rbf,0.002503474765641637,"p = 10, sim_par_5, pi_target = 0.25"
763,sim_par_5,250,250,500,0.25,bootstrap_var,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_bootstrap_var_rbf,0.002345865702185698,"p = 10, sim_par_5, pi_target = 0.25"
766,sim_par_5,250,250,500,0.25,bootstrap_var,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_bootstrap_var_rbf,0.002516093516493802,"p = 10, sim_par_5, pi_target = 0.25"
769,sim_par_5,250,250,500,0.25,distance,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_distance_rbf,0.0025010079558018344,"p = 10, sim_par_5, pi_target = 0.25"
772,sim_par_5,250,250,500,0.25,distance,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_distance_rbf,0.0022542980366482878,"p = 10, sim_par_5, pi_target = 0.25"
775,sim_par_5,250,250,500,0.25,grid,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_grid_rbf,0.002376426049664842,"p = 10, sim_par_5, pi_target = 0.25"
778,sim_par_5,250,250,500,0.25,grid,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_grid_rbf,0.002377342054990387,"p = 10, sim_par_5, pi_target = 0.25"
781,sim_par_5,250,250,500,0.25,numerical,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_numerical_rbf,0.0023709557731417764,"p = 10, sim_par_5, pi_target = 0.25"
784,sim_par_5,250,250,500,0.25,numerical,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_numerical_rbf,0.0039194023364412505,"p = 10, sim_par_5, pi_target = 0.25"
787,sim_par_5,250,250,500,0.25,one_over_p,ipr,U,rbf,500,n_target=n_source,10,Gaussian,ipr_U_one_over_p_rbf,0.002655397769684369,"p = 10, sim_par_5, pi_target = 0.25"
790,sim_par_5,250,250,500,0.25,one_over_p,ipr,V,rbf,500,n_target=n_source,10,Gaussian,ipr_V_one_over_p_rbf,0.0025379524872971896,"p = 10, sim_par_5, pi_target = 0.25"
793,sim_par_5,250,250,500,0.25,one_over_p,nrm,U,rbf,500,n_target=n_source,10,Gaussian,nrm_U_one_over_p_rbf,0.005140913503040459,"p = 10, sim_par_5, pi_target = 0.25"
796,sim_par_5,250,250,500,0.25,one_over_p,nrm,V,rbf,500,n_target=n_source,10,Gaussian,nrm_V_one_over_p_rbf,0.012984660561462,"p = 10, sim_par_5, pi_target = 0.25"
422,sim_par_5,50,50,100,0.25,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.005972609063199514,"p = 20, sim_par_5, pi_target = 0.25"
425,sim_par_5,50,50,100,0.25,bootstrap_mse,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.006577216917127845,"p = 20, sim_par_5, pi_target = 0.25"
428,sim_par_5,50,50,100,0.25,bootstrap_var,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.006257778160475972,"p = 20, sim_par_5, pi_target = 0.25"
431,sim_par_5,50,50,100,0.25,bootstrap_var,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.006488888793998554,"p = 20, sim_par_5, pi_target = 0.25"
434,sim_par_5,50,50,100,0.25,distance,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.006461106324275579,"p = 20, sim_par_5, pi_target = 0.25"
437,sim_par_5,50,50,100,0.25,distance,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.005114307643039804,"p = 20, sim_par_5, pi_target = 0.25"
440,sim_par_5,50,50,100,0.25,grid,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0059404133968857025,"p = 20, sim_par_5, pi_target = 0.25"
443,sim_par_5,50,50,100,0.25,grid,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.006488888793998554,"p = 20, sim_par_5, pi_target = 0.25"
446,sim_par_5,50,50,100,0.25,numerical,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.005983413911738358,"p = 20, sim_par_5, pi_target = 0.25"
449,sim_par_5,50,50,100,0.25,numerical,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.02684310709567116,"p = 20, sim_par_5, pi_target = 0.25"
452,sim_par_5,50,50,100,0.25,one_over_p,ipr,U,rbf,100,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.007392203497714017,"p = 20, sim_par_5, pi_target = 0.25"
455,sim_par_5,50,50,100,0.25,one_over_p,ipr,V,rbf,100,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.009727092185834226,"p = 20, sim_par_5, pi_target = 0.25"
458,sim_par_5,50,50,100,0.25,one_over_p,nrm,U,rbf,100,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.01952162891403503,"p = 20, sim_par_5, pi_target = 0.25"
461,sim_par_5,50,50,100,0.25,one_over_p,nrm,V,rbf,100,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.09003235680826159,"p = 20, sim_par_5, pi_target = 0.25"
506,sim_par_5,100,100,200,0.25,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0027245774016752622,"p = 20, sim_par_5, pi_target = 0.25"
509,sim_par_5,100,100,200,0.25,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.003121815431868406,"p = 20, sim_par_5, pi_target = 0.25"
512,sim_par_5,100,100,200,0.25,bootstrap_var,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.002627889064764511,"p = 20, sim_par_5, pi_target = 0.25"
515,sim_par_5,100,100,200,0.25,bootstrap_var,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.003035824348562438,"p = 20, sim_par_5, pi_target = 0.25"
518,sim_par_5,100,100,200,0.25,distance,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.002729915591474196,"p = 20, sim_par_5, pi_target = 0.25"
521,sim_par_5,100,100,200,0.25,distance,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0026822863611684357,"p = 20, sim_par_5, pi_target = 0.25"
524,sim_par_5,100,100,200,0.25,grid,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0026545261351466477,"p = 20, sim_par_5, pi_target = 0.25"
527,sim_par_5,100,100,200,0.25,grid,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.003035824348562438,"p = 20, sim_par_5, pi_target = 0.25"
530,sim_par_5,100,100,200,0.25,numerical,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0026545448295156302,"p = 20, sim_par_5, pi_target = 0.25"
533,sim_par_5,100,100,200,0.25,numerical,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.015314881705881243,"p = 20, sim_par_5, pi_target = 0.25"
536,sim_par_5,100,100,200,0.25,one_over_p,ipr,U,rbf,200,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.0026704294037253546,"p = 20, sim_par_5, pi_target = 0.25"
539,sim_par_5,100,100,200,0.25,one_over_p,ipr,V,rbf,200,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.004410081052904651,"p = 20, sim_par_5, pi_target = 0.25"
542,sim_par_5,100,100,200,0.25,one_over_p,nrm,U,rbf,200,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.005975359428833305,"p = 20, sim_par_5, pi_target = 0.25"
545,sim_par_5,100,100,200,0.25,one_over_p,nrm,V,rbf,200,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.04432524101377878,"p = 20, sim_par_5, pi_target = 0.25"
590,sim_par_5,150,150,300,0.25,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0022176696032318896,"p = 20, sim_par_5, pi_target = 0.25"
593,sim_par_5,150,150,300,0.25,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0027996436425787976,"p = 20, sim_par_5, pi_target = 0.25"
596,sim_par_5,150,150,300,0.25,bootstrap_var,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.0021803802820795685,"p = 20, sim_par_5, pi_target = 0.25"
599,sim_par_5,150,150,300,0.25,bootstrap_var,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.0027911833637156913,"p = 20, sim_par_5, pi_target = 0.25"
602,sim_par_5,150,150,300,0.25,distance,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0021043492441068807,"p = 20, sim_par_5, pi_target = 0.25"
605,sim_par_5,150,150,300,0.25,distance,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0024124661976601893,"p = 20, sim_par_5, pi_target = 0.25"
608,sim_par_5,150,150,300,0.25,grid,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.002156311844399739,"p = 20, sim_par_5, pi_target = 0.25"
611,sim_par_5,150,150,300,0.25,grid,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.002793510612785183,"p = 20, sim_par_5, pi_target = 0.25"
614,sim_par_5,150,150,300,0.25,numerical,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0021932422599376237,"p = 20, sim_par_5, pi_target = 0.25"
617,sim_par_5,150,150,300,0.25,numerical,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.0118189770604956,"p = 20, sim_par_5, pi_target = 0.25"
620,sim_par_5,150,150,300,0.25,one_over_p,ipr,U,rbf,300,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.002258942248618759,"p = 20, sim_par_5, pi_target = 0.25"
623,sim_par_5,150,150,300,0.25,one_over_p,ipr,V,rbf,300,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.0038208640178519133,"p = 20, sim_par_5, pi_target = 0.25"
626,sim_par_5,150,150,300,0.25,one_over_p,nrm,U,rbf,300,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.002770003011547406,"p = 20, sim_par_5, pi_target = 0.25"
629,sim_par_5,150,150,300,0.25,one_over_p,nrm,V,rbf,300,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.028655273957530734,"p = 20, sim_par_5, pi_target = 0.25"
674,sim_par_5,200,200,400,0.25,bootstrap_mse,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0013914659205051993,"p = 20, sim_par_5, pi_target = 0.25"
677,sim_par_5,200,200,400,0.25,bootstrap_mse,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0017475329463394417,"p = 20, sim_par_5, pi_target = 0.25"
680,sim_par_5,200,200,400,0.25,bootstrap_var,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.0014250428694814509,"p = 20, sim_par_5, pi_target = 0.25"
683,sim_par_5,200,200,400,0.25,bootstrap_var,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.001798734787917747,"p = 20, sim_par_5, pi_target = 0.25"
686,sim_par_5,200,200,400,0.25,distance,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0013936869647753613,"p = 20, sim_par_5, pi_target = 0.25"
689,sim_par_5,200,200,400,0.25,distance,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.0015298721070110377,"p = 20, sim_par_5, pi_target = 0.25"
692,sim_par_5,200,200,400,0.25,grid,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0014015147267435375,"p = 20, sim_par_5, pi_target = 0.25"
695,sim_par_5,200,200,400,0.25,grid,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.001798734787917747,"p = 20, sim_par_5, pi_target = 0.25"
698,sim_par_5,200,200,400,0.25,numerical,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0014084878311198669,"p = 20, sim_par_5, pi_target = 0.25"
701,sim_par_5,200,200,400,0.25,numerical,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.008499668412161345,"p = 20, sim_par_5, pi_target = 0.25"
704,sim_par_5,200,200,400,0.25,one_over_p,ipr,U,rbf,400,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.0015363568102951884,"p = 20, sim_par_5, pi_target = 0.25"
707,sim_par_5,200,200,400,0.25,one_over_p,ipr,V,rbf,400,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.0025232614982577057,"p = 20, sim_par_5, pi_target = 0.25"
710,sim_par_5,200,200,400,0.25,one_over_p,nrm,U,rbf,400,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.0019445137105866368,"p = 20, sim_par_5, pi_target = 0.25"
713,sim_par_5,200,200,400,0.25,one_over_p,nrm,V,rbf,400,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.019623681075540488,"p = 20, sim_par_5, pi_target = 0.25"
758,sim_par_5,250,250,500,0.25,bootstrap_mse,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_bootstrap_mse_rbf,0.0012255848463673844,"p = 20, sim_par_5, pi_target = 0.25"
761,sim_par_5,250,250,500,0.25,bootstrap_mse,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_bootstrap_mse_rbf,0.0014908779112235658,"p = 20, sim_par_5, pi_target = 0.25"
764,sim_par_5,250,250,500,0.25,bootstrap_var,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_bootstrap_var_rbf,0.0012386738035465399,"p = 20, sim_par_5, pi_target = 0.25"
767,sim_par_5,250,250,500,0.25,bootstrap_var,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_bootstrap_var_rbf,0.0014971542651268186,"p = 20, sim_par_5, pi_target = 0.25"
770,sim_par_5,250,250,500,0.25,distance,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_distance_rbf,0.0012426664171230348,"p = 20, sim_par_5, pi_target = 0.25"
773,sim_par_5,250,250,500,0.25,distance,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_distance_rbf,0.00133109744014629,"p = 20, sim_par_5, pi_target = 0.25"
776,sim_par_5,250,250,500,0.25,grid,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_grid_rbf,0.0012090079934294938,"p = 20, sim_par_5, pi_target = 0.25"
779,sim_par_5,250,250,500,0.25,grid,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_grid_rbf,0.0015017351475666533,"p = 20, sim_par_5, pi_target = 0.25"
782,sim_par_5,250,250,500,0.25,numerical,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_numerical_rbf,0.0012110852299127349,"p = 20, sim_par_5, pi_target = 0.25"
785,sim_par_5,250,250,500,0.25,numerical,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_numerical_rbf,0.0064480362451358915,"p = 20, sim_par_5, pi_target = 0.25"
788,sim_par_5,250,250,500,0.25,one_over_p,ipr,U,rbf,500,n_target=n_source,20,Gaussian,ipr_U_one_over_p_rbf,0.0013017381521910959,"p = 20, sim_par_5, pi_target = 0.25"
791,sim_par_5,250,250,500,0.25,one_over_p,ipr,V,rbf,500,n_target=n_source,20,Gaussian,ipr_V_one_over_p_rbf,0.0019946561928181478,"p = 20, sim_par_5, pi_target = 0.25"
794,sim_par_5,250,250,500,0.25,one_over_p,nrm,U,rbf,500,n_target=n_source,20,Gaussian,nrm_U_one_over_p_rbf,0.0014736471886146983,"p = 20, sim_par_5, pi_target = 0.25"
797,sim_par_5,250,250,500,0.25,one_over_p,nrm,V,rbf,500,n_target=n_source,20,Gaussian,nrm_V_one_over_p_rbf,0.014225174543434485,"p = 20, sim_par_5, pi_target = 0.25"
840,sim_par_6,50,50,100,0.25,bootstrap_mse,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.010686338893409454,"p = 5, sim_par_6, pi_target = 0.25"
843,sim_par_6,50,50,100,0.25,bootstrap_mse,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.01231870397361961,"p = 5, sim_par_6, pi_target = 0.25"
846,sim_par_6,50,50,100,0.25,bootstrap_var,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.0133177780461003,"p = 5, sim_par_6, pi_target = 0.25"
849,sim_par_6,50,50,100,0.25,bootstrap_var,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.011221127218573223,"p = 5, sim_par_6, pi_target = 0.25"
852,sim_par_6,50,50,100,0.25,distance,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.009246392123445406,"p = 5, sim_par_6, pi_target = 0.25"
855,sim_par_6,50,50,100,0.25,distance,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.00846459973268284,"p = 5, sim_par_6, pi_target = 0.25"
858,sim_par_6,50,50,100,0.25,grid,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.00861377349532436,"p = 5, sim_par_6, pi_target = 0.25"
861,sim_par_6,50,50,100,0.25,grid,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.010040630859457424,"p = 5, sim_par_6, pi_target = 0.25"
864,sim_par_6,50,50,100,0.25,numerical,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.008656558493248595,"p = 5, sim_par_6, pi_target = 0.25"
867,sim_par_6,50,50,100,0.25,numerical,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.009426093487262217,"p = 5, sim_par_6, pi_target = 0.25"
870,sim_par_6,50,50,100,0.25,one_over_p,ipr,U,rbf,100,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.010095135309890691,"p = 5, sim_par_6, pi_target = 0.25"
873,sim_par_6,50,50,100,0.25,one_over_p,ipr,V,rbf,100,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.007312908359318864,"p = 5, sim_par_6, pi_target = 0.25"
876,sim_par_6,50,50,100,0.25,one_over_p,nrm,U,rbf,100,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.017709816971185708,"p = 5, sim_par_6, pi_target = 0.25"
879,sim_par_6,50,50,100,0.25,one_over_p,nrm,V,rbf,100,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.022235991774513596,"p = 5, sim_par_6, pi_target = 0.25"
924,sim_par_6,100,100,200,0.25,bootstrap_mse,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.00593404248711914,"p = 5, sim_par_6, pi_target = 0.25"
927,sim_par_6,100,100,200,0.25,bootstrap_mse,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.006445072960010598,"p = 5, sim_par_6, pi_target = 0.25"
930,sim_par_6,100,100,200,0.25,bootstrap_var,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.006268785573218515,"p = 5, sim_par_6, pi_target = 0.25"
933,sim_par_6,100,100,200,0.25,bootstrap_var,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.005567905166056316,"p = 5, sim_par_6, pi_target = 0.25"
936,sim_par_6,100,100,200,0.25,distance,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.00669229460435677,"p = 5, sim_par_6, pi_target = 0.25"
939,sim_par_6,100,100,200,0.25,distance,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.005762550776730312,"p = 5, sim_par_6, pi_target = 0.25"
942,sim_par_6,100,100,200,0.25,grid,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.00541153781838671,"p = 5, sim_par_6, pi_target = 0.25"
945,sim_par_6,100,100,200,0.25,grid,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.004988900327314206,"p = 5, sim_par_6, pi_target = 0.25"
948,sim_par_6,100,100,200,0.25,numerical,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.005332051001731616,"p = 5, sim_par_6, pi_target = 0.25"
951,sim_par_6,100,100,200,0.25,numerical,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.005029438964916629,"p = 5, sim_par_6, pi_target = 0.25"
954,sim_par_6,100,100,200,0.25,one_over_p,ipr,U,rbf,200,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.005697976208800146,"p = 5, sim_par_6, pi_target = 0.25"
957,sim_par_6,100,100,200,0.25,one_over_p,ipr,V,rbf,200,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.004775390664859907,"p = 5, sim_par_6, pi_target = 0.25"
960,sim_par_6,100,100,200,0.25,one_over_p,nrm,U,rbf,200,n_target=n_source,5,Gaussian,nrm_U_one_over_p_rbf,0.007677046634546209,"p = 5, sim_par_6, pi_target = 0.25"
963,sim_par_6,100,100,200,0.25,one_over_p,nrm,V,rbf,200,n_target=n_source,5,Gaussian,nrm_V_one_over_p_rbf,0.009909706238944594,"p = 5, sim_par_6, pi_target = 0.25"
1008,sim_par_6,150,150,300,0.25,bootstrap_mse,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_mse_rbf,0.00373016103216548,"p = 5, sim_par_6, pi_target = 0.25"
1011,sim_par_6,150,150,300,0.25,bootstrap_mse,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_mse_rbf,0.004357862264313489,"p = 5, sim_par_6, pi_target = 0.25"
1014,sim_par_6,150,150,300,0.25,bootstrap_var,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_bootstrap_var_rbf,0.0038065523553738444,"p = 5, sim_par_6, pi_target = 0.25"
1017,sim_par_6,150,150,300,0.25,bootstrap_var,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_bootstrap_var_rbf,0.004367636963745767,"p = 5, sim_par_6, pi_target = 0.25"
1020,sim_par_6,150,150,300,0.25,distance,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_distance_rbf,0.003986126920685818,"p = 5, sim_par_6, pi_target = 0.25"
1023,sim_par_6,150,150,300,0.25,distance,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_distance_rbf,0.004049994285146883,"p = 5, sim_par_6, pi_target = 0.25"
1026,sim_par_6,150,150,300,0.25,grid,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_grid_rbf,0.0036006024162412885,"p = 5, sim_par_6, pi_target = 0.25"
1029,sim_par_6,150,150,300,0.25,grid,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_grid_rbf,0.004104907366628521,"p = 5, sim_par_6, pi_target = 0.25"
1032,sim_par_6,150,150,300,0.25,numerical,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_numerical_rbf,0.0035862162791743916,"p = 5, sim_par_6, pi_target = 0.25"
1035,sim_par_6,150,150,300,0.25,numerical,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_numerical_rbf,0.003883707002275237,"p = 5, sim_par_6, pi_target = 0.25"
1038,sim_par_6,150,150,300,0.25,one_over_p,ipr,U,rbf,300,n_target=n_source,5,Gaussian,ipr_U_one_over_p_rbf,0.00350446239167774,"p = 5, sim_par_6, pi_target = 0.25"
1041,sim_par_6,150,150,300,0.25,one_over_p,ipr,V,rbf,300,n_target=n_source,5,Gaussian,ipr_V_one_over_p_rbf,0.0035551107584309693,"p = 5, sim_par_6, pi_target = 0.25"
