,sim_scenario,n_plus,n_minus,n_target,pi_target,gamma_selection_name,estimator,type,kernel,x,x_name,p,distributions,method_name,MSE,facet_blocks
133,sim_par_1,150,150,300,0.25,one_over_p,ipr,U,rbf,300,"n_target, n_source=300",5,Gaussian,ipr_U_one_over_p_rbf,0.0019081348809972917,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
134,sim_par_1,150,150,300,0.25,one_over_p,ipr,V,rbf,300,"n_target, n_source=300",5,Cauchy,ipr_V_one_over_p_rbf,0.014921083804448426,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
135,sim_par_1,150,150,300,0.25,one_over_p,ipr,V,rbf,300,"n_target, n_source=300",5,Gaussian,ipr_V_one_over_p_rbf,0.001824686469777077,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
136,sim_par_1,150,150,300,0.25,one_over_p,nrm,U,rbf,300,"n_target, n_source=300",5,Cauchy,nrm_U_one_over_p_rbf,0.02301666335366763,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
137,sim_par_1,150,150,300,0.25,one_over_p,nrm,U,rbf,300,"n_target, n_source=300",5,Gaussian,nrm_U_one_over_p_rbf,0.0024849678425686392,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
138,sim_par_1,150,150,300,0.25,one_over_p,nrm,V,rbf,300,"n_target, n_source=300",5,Cauchy,nrm_V_one_over_p_rbf,0.15776463708609761,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
139,sim_par_1,150,150,300,0.25,one_over_p,nrm,V,rbf,300,"n_target, n_source=300",5,Gaussian,nrm_V_one_over_p_rbf,0.005072581547496271,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
168,sim_par_1,150,150,400,0.25,bootstrap_mse,ipr,U,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_U_bootstrap_mse_rbf,0.013259127390408642,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
169,sim_par_1,150,150,400,0.25,bootstrap_mse,ipr,U,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_U_bootstrap_mse_rbf,0.0014156892332312626,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
170,sim_par_1,150,150,400,0.25,bootstrap_mse,ipr,V,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_V_bootstrap_mse_rbf,0.010636472761142815,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
171,sim_par_1,150,150,400,0.25,bootstrap_mse,ipr,V,rbf,400,"n_target, n_source=300",5,Gaussian,ipr_V_bootstrap_mse_rbf,0.0013669654395558407,"Distribution: Gaussian, pi_target = 0.25, sim_par_1"
172,sim_par_1,150,150,400,0.25,bootstrap_var,ipr,U,rbf,400,"n_target, n_source=300",5,Cauchy,ipr_U_bootstrap_var_rbf,0.016362773344435918,"Distribution: Cauchy, pi_target = 0.25, sim_par_1"
