sim_scenario,n_plus,n_minus,n_target,pi_target,seed,time,gamma_selection_name,estimator,type,estimator_name,kernel,pi,var_n,var,gamma
sim_par_9,50,50,300,0.75,0,0.012221813201904297,one_over_p,nrm,U,nrm_type,rbf,0.7556634411293365,0.005859675456249664,0.13522327975960763,0.2
sim_par_9,50,50,300,0.75,0,0.007785320281982422,one_over_p,nrm,V,nrm_type,rbf,0.7572650416970005,0.0040994136609975714,0.09460185371532857,0.2
sim_par_9,50,50,300,0.75,0,0.008081197738647461,one_over_p,ipr,U,ipr_type,rbf,0.742598813218349,0.005859675456249664,0.13522327975960763,0.2
sim_par_9,50,50,300,0.75,0,0.00799560546875,one_over_p,ipr,V,ipr_type,rbf,0.7025852296559646,0.0040994136609975714,0.09460185371532857,0.2
sim_par_9,50,50,300,0.75,0,0.19793701171875,numerical,ipr,U,ipr_type,rbf,0.7369941421531683,0.005189729384594795,0.11976298579834141,0.05709690150078345
sim_par_9,50,50,300,0.75,0,0.11173248291015625,grid,ipr,U,ipr_type,rbf,0.7373142080518013,0.005194945893935526,0.11988336678312751,0.04853412798711963
sim_par_9,50,50,300,0.75,0,5.2623090744018555,bootstrap_var,ipr,U,ipr_type,rbf,0.7373142080518013,0.005194945893935526,0.11988336678312751,0.04853412798711963
sim_par_9,50,50,300,0.75,0,5.480031251907349,bootstrap_mse,ipr,U,ipr_type,rbf,0.7388723548986511,0.0052532823864255805,0.121229593532898,0.029443531879696134
sim_par_9,50,50,300,0.75,0,0.12547588348388672,distance,ipr,U,ipr_type,rbf,0.7417631859341727,0.005382098892633983,0.1242022821377073,0.012678699667624815
sim_par_9,50,50,300,0.75,0,0.11751222610473633,distance,ipr,V,ipr_type,rbf,0.7310843929333718,0.004863832144670875,0.11224228026163559,0.012678699667624815
sim_par_9,100,100,300,0.75,0,0.009061574935913086,one_over_p,nrm,U,nrm_type,rbf,0.7078496574215811,0.0030655368939738825,0.13138015259888067,0.2
sim_par_9,100,100,300,0.75,0,0.00863790512084961,one_over_p,nrm,V,nrm_type,rbf,0.7179058400355,0.0025783938214248565,0.11050259234677956,0.2
sim_par_9,100,100,300,0.75,0,0.008655548095703125,one_over_p,ipr,U,ipr_type,rbf,0.6995811374942269,0.0030655368939738825,0.13138015259888067,0.2
sim_par_9,100,100,300,0.75,0,0.0087738037109375,one_over_p,ipr,V,ipr_type,rbf,0.6829723076592393,0.0025783938214248565,0.11050259234677956,0.2
sim_par_9,100,100,300,0.75,0,0.23647308349609375,numerical,ipr,U,ipr_type,rbf,0.6940199713915483,0.002871502156710868,0.12306437814475148,0.08093821119284586
sim_par_9,100,100,300,0.75,0,0.13487601280212402,grid,ipr,U,ipr_type,rbf,0.6940445902345818,0.0028715072892677843,0.12306459811147646,0.08136022246274853
sim_par_9,100,100,300,0.75,0,6.314881086349487,bootstrap_var,ipr,U,ipr_type,rbf,0.6914862924831381,0.0030205452851335096,0.12945194079143613,0.02571628746923662
sim_par_9,100,100,300,0.75,0,6.437275648117065,bootstrap_mse,ipr,U,ipr_type,rbf,0.6914927667449682,0.003072849812819596,0.1316935634065541,0.01916402222058314
sim_par_9,100,100,300,0.75,0,0.13477659225463867,distance,ipr,U,ipr_type,rbf,0.6917199990038966,0.0031528628154212624,0.13512269208948266,0.011374028167667
sim_par_9,100,100,300,0.75,0,0.13476777076721191,distance,ipr,V,ipr_type,rbf,0.6879745262567049,0.0030072342769430585,0.12888146901184536,0.011374028167667
sim_par_9,150,150,300,0.75,0,0.010882854461669922,one_over_p,nrm,U,nrm_type,rbf,0.6941968568507719,0.002170064898810646,0.13020389392863876,0.2
sim_par_9,150,150,300,0.75,0,0.010841131210327148,one_over_p,nrm,V,nrm_type,rbf,0.7040901809580975,0.001957127127897319,0.11742762767383914,0.2
sim_par_9,150,150,300,0.75,0,0.010762453079223633,one_over_p,ipr,U,ipr_type,rbf,0.6890009484012636,0.002170064898810646,0.13020389392863876,0.2
sim_par_9,150,150,300,0.75,0,0.010452508926391602,one_over_p,ipr,V,ipr_type,rbf,0.679185694101384,0.001957127127897319,0.11742762767383914,0.2
sim_par_9,150,150,300,0.75,0,0.2816345691680908,numerical,ipr,U,ipr_type,rbf,0.67792845330959,0.0020228903405545683,0.1213734204332741,0.07652754685381942
sim_par_9,150,150,300,0.75,0,0.1819305419921875,grid,ipr,U,ipr_type,rbf,0.678289994755704,0.0020231349017519893,0.12138809410511935,0.07997887440815533
sim_par_9,150,150,300,0.75,0,7.8741161823272705,bootstrap_var,ipr,U,ipr_type,rbf,0.6748770498718093,0.0020483821307697844,0.12290292784618707,0.046225862603973676
sim_par_9,150,150,300,0.75,0,7.986074686050415,bootstrap_mse,ipr,U,ipr_type,rbf,0.678289994755704,0.0020231349017519893,0.12138809410511935,0.07997887440815533
sim_par_9,150,150,300,0.75,0,0.174241304397583,distance,ipr,U,ipr_type,rbf,0.6729230241821631,0.0021889006316953064,0.13133403790171838,0.012706516320582366
sim_par_9,150,150,300,0.75,0,0.16757631301879883,distance,ipr,V,ipr_type,rbf,0.6707434709048545,0.0021423206868121337,0.12853924120872803,0.011016238424283571
sim_par_9,200,200,300,0.75,0,0.012993097305297852,one_over_p,nrm,U,nrm_type,rbf,0.6989366887802977,0.0018438054130137452,0.1382854059760309,0.2
sim_par_9,200,200,300,0.75,0,0.0128936767578125,one_over_p,nrm,V,nrm_type,rbf,0.7081026788042215,0.001714676821945484,0.1286007616459113,0.2
sim_par_9,200,200,300,0.75,0,0.013124227523803711,one_over_p,ipr,U,ipr_type,rbf,0.696435075932851,0.0018438054130137452,0.1382854059760309,0.2
