sim_scenario,n_plus,n_minus,n_target,pi_target,seed,time,gamma_selection_name,estimator,type,estimator_name,kernel,pi,var_n,var,gamma
sim_par_7-Cauchy,50,50,300,0.75,87,0.015798330307006836,one_over_p,nrm,U,nrm_U,rbf,0.8969584467840828,0.022503315879541033,0.51930728952787,0.2
sim_par_7-Cauchy,50,50,300,0.75,87,0.010562896728515625,one_over_p,nrm,V,nrm_V,rbf,0.8037824871132974,0.0019881047532376117,0.045879340459329496,0.2
sim_par_7-Cauchy,50,50,300,0.75,87,0.010883808135986328,one_over_p,ipr,U,ipr_U,rbf,0.9660863500382215,0.022503315879541033,0.51930728952787,0.2
sim_par_7-Cauchy,50,50,300,0.75,87,0.009577512741088867,one_over_p,ipr,V,ipr_V,rbf,0.6353083334177952,0.0019881047532376117,0.045879340459329496,0.2
sim_par_7-Cauchy,50,50,300,0.75,87,0.20320868492126465,numerical,ipr,U,ipr_U,rbf,0.9507424942369909,0.021344780452579756,0.49257185659799435,0.12540118802416408
sim_par_7-Cauchy,50,50,300,0.75,87,0.13559198379516602,grid,ipr,U,ipr_U,rbf,0.9441348435452672,0.021413609798116337,0.494160226110377,0.1120667687616934
sim_par_7-Cauchy,50,50,300,0.75,87,5.82390570640564,bootstrap_var,ipr,U,ipr_U,rbf,0.9441348435452672,0.021413609798116337,0.494160226110377,0.1120667687616934
sim_par_7-Cauchy,50,50,300,0.75,87,5.971668243408203,bootstrap_mse,ipr,U,ipr_U,rbf,0.7990106762738529,0.034376877883057703,0.7933125665321008,0.026804188032068393
sim_par_7-Cauchy,50,50,300,0.75,87,0.1270899772644043,distance,ipr,U,ipr_U,rbf,1.0,0.26642786119873973,6.148335258432455,0.003862066743726347
sim_par_7-Cauchy,50,50,300,0.75,87,0.12641358375549316,distance,ipr,V,ipr_V,rbf,0.0,0.0002239628597036843,0.005168373685469637,5.783284069315872e-09
sim_par_7-Cauchy,50,50,300,0.75,87,0.08308982849121094,numerical,ipr,V,ipr_V,rbf,0.5747249886885892,0.0008084100584659072,0.018655616733828626,0.4
sim_par_7-Cauchy,50,50,300,0.75,87,0.1273512840270996,grid,ipr,V,ipr_V,rbf,0.0,0.0002239343383554574,0.0051677155005105556,5.7841741504335865e-09
sim_par_7-Cauchy,50,50,300,0.75,87,5.866298198699951,bootstrap_var,ipr,V,ipr_V,rbf,0.6704879855423921,0.0033813468052167218,0.07803108012038588,0.1120667687616934
sim_par_7-Cauchy,50,50,300,0.75,87,5.964895248413086,bootstrap_mse,ipr,V,ipr_V,rbf,0.6704879855423921,0.0033813468052167218,0.07803108012038588,0.1120667687616934
sim_par_7-Cauchy,100,100,300,0.75,87,0.009728193283081055,one_over_p,nrm,U,nrm_U,rbf,0.9327703428608838,0.024789481484955887,1.0624063493552522,0.2
sim_par_7-Cauchy,100,100,300,0.75,87,0.010284900665283203,one_over_p,nrm,V,nrm_V,rbf,0.8582529293392149,0.0029862550620400764,0.12798235980171754,0.2
sim_par_7-Cauchy,100,100,300,0.75,87,0.010149478912353516,one_over_p,ipr,U,ipr_U,rbf,1.0,0.024789481484955887,1.0624063493552522,0.2
sim_par_7-Cauchy,100,100,300,0.75,87,0.010224103927612305,one_over_p,ipr,V,ipr_V,rbf,0.6778546668110967,0.0029862550620400764,0.12798235980171754,0.2
sim_par_7-Cauchy,100,100,300,0.75,87,0.1367332935333252,numerical,ipr,U,ipr_U,rbf,0.9334964894227487,0.022950212205984945,0.9835805231136405,0.4
sim_par_7-Cauchy,100,100,300,0.75,87,0.14559483528137207,grid,ipr,U,ipr_U,rbf,1.0,0.02536592046598326,1.0871108771135682,0.12487516503570134
sim_par_7-Cauchy,100,100,300,0.75,87,6.588343858718872,bootstrap_var,ipr,U,ipr_U,rbf,1.0,0.02536592046598326,1.0871108771135682,0.12487516503570134
sim_par_7-Cauchy,100,100,300,0.75,87,6.636119604110718,bootstrap_mse,ipr,U,ipr_U,rbf,1.0,0.2750822195264383,11.789237979704499,0.0048970243757797596
sim_par_7-Cauchy,100,100,300,0.75,87,0.14525628089904785,distance,ipr,U,ipr_U,rbf,1.0,0.029622875240686422,1.269551796029418,0.050686760084504436
sim_par_7-Cauchy,100,100,300,0.75,87,0.14532160758972168,distance,ipr,V,ipr_V,rbf,0.4948290714771656,0.20255953244794958,8.681122819197839,2.0000647050215857e-06
sim_par_7-Cauchy,100,100,300,0.75,87,0.09373784065246582,numerical,ipr,V,ipr_V,rbf,0.597499318332072,0.0011761516078714308,0.05040649748020418,0.4
sim_par_7-Cauchy,100,100,300,0.75,87,0.14753341674804688,grid,ipr,V,ipr_V,rbf,0.7254516610328292,0.004448862136676259,0.19066552014326826,0.12487516503570134
sim_par_7-Cauchy,100,100,300,0.75,87,6.580435037612915,bootstrap_var,ipr,V,ipr_V,rbf,0.7254516610328292,0.004448862136676259,0.19066552014326826,0.12487516503570134
sim_par_7-Cauchy,100,100,300,0.75,87,6.633356094360352,bootstrap_mse,ipr,V,ipr_V,rbf,0.7254516610328292,0.004448862136676259,0.19066552014326826,0.12487516503570134
sim_par_7-Cauchy,150,150,300,0.75,87,0.013568878173828125,one_over_p,nrm,U,nrm_U,rbf,0.8676196011398919,0.018438024560154583,1.106281473609275,0.2
sim_par_7-Cauchy,150,150,300,0.75,87,0.013603925704956055,one_over_p,nrm,V,nrm_V,rbf,0.866781432306248,0.003497812946554143,0.20986877679324858,0.2
sim_par_7-Cauchy,150,150,300,0.75,87,0.01438450813293457,one_over_p,ipr,U,ipr_U,rbf,0.9120537143686238,0.018438024560154583,1.106281473609275,0.2
sim_par_7-Cauchy,150,150,300,0.75,87,0.01293492317199707,one_over_p,ipr,V,ipr_V,rbf,0.6790546718714459,0.003497812946554143,0.20986877679324858,0.2
sim_par_7-Cauchy,150,150,300,0.75,87,0.2030506134033203,numerical,ipr,U,ipr_U,rbf,0.8914985421433765,0.018316632971083418,1.098997978265005,0.2558006822165031
