beta,n_plus,n_minus,n_target,pi_target,p,seed,pi_nmr_u,pi_ipr_u,pi_nmr_v,pi_ipr_v,var_plug-in,var_explicit,var_plug-in_target,var_plug-in_plus,var_plug-in_minus,r_n,lambda_target,lambda_plus,lambda_minus,var_explicit_target,var_explicit_plus,var_explicit_minus
0.5,500,500,500,0.1,5,62,0.0,0.111692283444503,0.13501430268940412,0.11899094846217201,0.544639801539567,0.5205129229561669,0.0012100719272243837,1.5881414733108952e-05,0.0008964974020534501,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011783551702428952,-1.4752769279646749e-05,0.0008648263651179766
0.5,500,500,500,0.1,5,63,0.18021296927265298,0.038071399859891664,0.2341818948302288,0.04872763926947071,0.7032126397386256,0.6692146831502606,0.0008804070923658628,4.435600802503164e-05,0.0010072321996299764,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0008495235177302662,1.376034237554613e-05,0.0009753059909409778
0.5,500,500,500,0.1,5,64,0.05692451133429269,0.10996553142606336,0.14329135436307583,0.11681644118891266,0.43694931754463345,0.4170212915085624,0.0012197059402894255,2.254165980547007e-05,0.0009153875386636766,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011861008634541648,-9.583400017221244e-06,0.0008827140218655716
0.5,500,500,500,0.1,5,65,0.16434559014714065,0.14318524474098404,0.21465567697054758,0.1501251033301816,0.5434707808261584,0.518849277248692,0.0013213423946038473,4.5128121018640623e-05,0.0007802045538192829,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012886364441074827,1.2904762442200735e-05,0.0007478804874271328
0.5,500,500,500,0.1,5,66,0.0757419658050478,0.10299273870264292,0.1522329801211027,0.10966853661277487,0.5218873708466276,0.5010125539135699,0.0013789622340607702,2.6651082134029083e-05,0.0010209521898070428,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013468163102720032,-5.3350641486815675e-06,0.0009880247916034257
0.5,500,500,500,0.1,5,67,0.10757743865889748,0.04746610036160981,0.1679164945693683,0.054926822187132074,0.5072708722147325,0.48777223050548363,0.0013378772864812225,3.3516267466297925e-05,0.0011205926138582597,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013054045634940392,2.009814802583776e-06,0.0010887840199131915
0.5,500,500,500,0.1,5,68,0.09052643007979637,0.0491643972848167,0.1768302341828994,0.05920109687261765,0.7089263257790114,0.674095129641587,0.0011053609112777704,2.4211777652163068e-05,0.0008184676692439539,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001072544798652153,-6.592205507138793e-06,0.0007863760199126046
0.5,500,500,500,0.1,5,69,0.07533143314335801,0.09311068765879726,0.15534101041824033,0.1004428889368234,0.5309687278672646,0.5084926868003005,0.001309764480511118,2.6756932706210232e-05,0.0009888161052039198,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012761061091139947,-4.262279540090397e-06,0.0009550615612745617
0.5,500,500,500,0.1,5,70,0.0,0.0706808027846384,0.1126617615348157,0.0779477857195584,0.4912009696877168,0.47098930698451336,0.0013310920523252605,1.3949195080938408e-05,0.0010154922202621384,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0012987156200703343,-1.8285478743940153e-05,0.000982973415791344
0.5,500,500,500,0.1,5,71,0.0,0.0774665028048746,0.12210684908592634,0.08462691671322231,0.512890227441971,0.49229591216204827,0.001392483627721079,1.5301933052897865e-05,0.0010230448954514563,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0013604342468630515,-1.7651464883861046e-05,0.0009904414300071496
0.5,500,500,500,0.1,5,72,0.08842957185809555,0.09276091763550381,0.16217649304641338,0.10034019662628774,0.5128744087458604,0.4895503666169818,0.0011727365437053693,2.7934182870896496e-05,0.0009722200073618,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0011394869824027376,-3.989904223344887e-06,0.0009385768808219952
0.5,500,500,500,0.1,5,73,0.0,0.040508584271688686,0.10238586291438674,0.05003603154416841,0.6595166965657452,0.6294492569609927,0.0011107010128882954,8.084178963040616e-06,0.0008966571480784599,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010794831779578073,-2.2052072806477696e-05,0.0008661269941697691
0.5,500,500,500,0.1,5,74,0.0823995508921386,0.10782707242980938,0.15486256412395238,0.11467549483527012,0.46439659564062274,0.4450974068835221,0.001315860784078941,2.2318665497944677e-05,0.0010024675617549186,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.001282374562781241,-8.800168652678408e-06,0.0009698010417664715
0.5,500,500,500,0.1,5,75,0.0,0.05768167180485401,0.1123229960044462,0.06622682258042101,0.5347080330912333,0.5115772923905989,0.0011017776653445912,1.1765545006060437e-05,0.0010311704533025655,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010708263007557228,-1.8353531572423698e-05,0.0009994635046404188
0.5,500,500,500,0.1,5,76,0.10313364282426443,0.0750127001385632,0.17607071546640016,0.08350044456568967,0.6145445367148533,0.5864969257447665,0.0011207206820919267,2.9230639995545488e-05,0.000895448106708248,0.006,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0010892333587992908,-1.535468330482459e-06,0.0008643501796703479
