sim_scenario,n_plus,n_minus,n_target,pi_target,seed,time,gamma_selection_name,estimator,type,estimator_name,kernel,pi,var_n,var,gamma
sim_par_8,50,50,300,0.25,0,0.013085365295410156,one_over_p,nrm,U,nrm_type,laplacian,0.3225057633277016,0.09821212221673063,2.266433589616861,0.2
sim_par_8,50,50,300,0.25,0,0.008656740188598633,one_over_p,nrm,V,nrm_type,laplacian,0.6170951043944013,0.017704028492563608,0.40855450367454477,0.2
sim_par_8,50,50,300,0.25,0,0.009114742279052734,one_over_p,ipr,U,ipr_type,laplacian,0.0,0.09821212221673063,2.266433589616861,0.2
sim_par_8,50,50,300,0.25,0,0.009111642837524414,one_over_p,ipr,V,ipr_type,laplacian,0.24437160437655436,0.017704028492563608,0.40855450367454477,0.2
sim_par_8,50,50,300,0.25,0,0.06130528450012207,numerical,ipr,U,ipr_type,laplacian,0.0,0.07270217198597638,1.6777424304456088,1e-05
sim_par_8,50,50,300,0.25,0,0.11969137191772461,grid,ipr,U,ipr_type,laplacian,0.0,0.07438331555223643,1.716538051205456,0.017135312465979848
sim_par_8,50,50,300,0.25,0,5.610994338989258,bootstrap_var,ipr,U,ipr_type,laplacian,0.0,0.14895595442615597,3.437445102142061,0.4398118462763751
sim_par_8,50,50,300,0.25,0,5.996408462524414,bootstrap_mse,ipr,U,ipr_type,laplacian,0.0,0.07438331555223643,1.716538051205456,0.017135312465979848
sim_par_8,50,50,300,0.25,0,0.12540268898010254,distance,ipr,U,ipr_type,laplacian,0.0,0.07438331555223643,1.716538051205456,0.017135312465979848
sim_par_8,50,50,300,0.25,0,0.12650322914123535,distance,ipr,V,ipr_type,laplacian,0.19224333943987237,0.026165160393370832,0.603811393693173,0.017135312465979848
sim_par_8,100,100,300,0.25,0,0.01064920425415039,one_over_p,nrm,U,nrm_type,laplacian,0.0,0.015142829514128353,0.6489784077483579,0.2
sim_par_8,100,100,300,0.25,0,0.008484601974487305,one_over_p,nrm,V,nrm_type,laplacian,0.4138898957809972,0.008376139010465116,0.3589773861627907,0.2
sim_par_8,100,100,300,0.25,0,0.009548187255859375,one_over_p,ipr,U,ipr_type,laplacian,0.0853186572196099,0.015142829514128353,0.6489784077483579,0.2
sim_par_8,100,100,300,0.25,0,0.009936332702636719,one_over_p,ipr,V,ipr_type,laplacian,0.19184558524212952,0.008376139010465116,0.3589773861627907,0.2
sim_par_8,100,100,300,0.25,0,0.07450294494628906,numerical,ipr,U,ipr_type,laplacian,0.10694119066943936,0.014554530632055914,0.623765598516682,1e-05
sim_par_8,100,100,300,0.25,0,0.15401196479797363,grid,ipr,U,ipr_type,laplacian,0.10453369226672315,0.014562606308725344,0.6241116989453719,0.015913061931030873
sim_par_8,100,100,300,0.25,0,7.1082704067230225,bootstrap_var,ipr,U,ipr_type,laplacian,0.07412417475350208,0.016658305498478847,0.7139273785062362,0.42982529938523845
sim_par_8,100,100,300,0.25,0,7.2667317390441895,bootstrap_mse,ipr,U,ipr_type,laplacian,0.10453369226672315,0.014562606308725344,0.6241116989453719,0.015913061931030873
sim_par_8,100,100,300,0.25,0,0.14481878280639648,distance,ipr,U,ipr_type,laplacian,0.09524524414293684,0.014696806537903862,0.6298631373387369,0.08878345238974675
sim_par_8,100,100,300,0.25,0,0.14418625831604004,distance,ipr,V,ipr_type,laplacian,0.16593181032815418,0.01042051735994287,0.4465936011404087,0.015913061931030873
sim_par_8,150,150,300,0.25,0,0.013445854187011719,one_over_p,nrm,U,nrm_type,laplacian,0.0756090039095195,0.007439454751245103,0.4463672850747062,0.2
sim_par_8,150,150,300,0.25,0,0.012965917587280273,one_over_p,nrm,V,nrm_type,laplacian,0.34842515008040786,0.005320248749398453,0.3192149249639072,0.2
