n_plus,n_minus,n_target,pi_target,pi,var_n,var,seed
50.0,50.0,300.0,0.25,0.2744777578408486,0.010271136096558185,2.567784024139546e-05,0.0
100.0,100.0,300.0,0.25,0.22679464966763388,0.00559248645939906,1.1184972918798121e-05,0.0
150.0,150.0,300.0,0.25,0.24006326627270372,0.0033300348058629184,5.550058009771531e-06,0.0
200.0,200.0,300.0,0.25,0.2725975651373045,0.0026899524985927697,3.8427892837039564e-06,0.0
250.0,250.0,300.0,0.25,0.28371101764049805,0.002466168420463144,3.0827105255789298e-06,0.0
50.0,50.0,300.0,0.25,0.228254441238264,0.005832945527199088,1.458236381799772e-05,1.0
100.0,100.0,300.0,0.25,0.20773805320663963,0.004578495493259023,9.156990986518047e-06,1.0
150.0,150.0,300.0,0.25,0.26833858197324245,0.0030688287143542095,5.114714523923682e-06,1.0
200.0,200.0,300.0,0.25,0.2707582359663532,0.0025246416599078773,3.606630942725539e-06,1.0
250.0,250.0,300.0,0.25,0.2586282544429317,0.002464839170192537,3.081048962740671e-06,1.0
50.0,50.0,300.0,0.25,0.28842141537299526,0.00616009234135681,1.5400230853392024e-05,2.0
100.0,100.0,300.0,0.25,0.31454454421513,0.0032757967280098222,6.5515934560196445e-06,2.0
150.0,150.0,300.0,0.25,0.2847283467706442,0.002799640050530665,4.666066750884442e-06,2.0
200.0,200.0,300.0,0.25,0.3154272221138226,0.0021794109051144904,3.113444150163558e-06,2.0
250.0,250.0,300.0,0.25,0.3350142360370716,0.0019508858334943882,2.4386072918679853e-06,2.0
50.0,50.0,300.0,0.25,0.2231929452856684,0.009417541649827704,2.354385412456926e-05,3.0
100.0,100.0,300.0,0.25,0.22916709989198958,0.004248723747599544,8.497447495199088e-06,3.0
150.0,150.0,300.0,0.25,0.2550878126647316,0.0029683043606084972,4.947173934347496e-06,3.0
200.0,200.0,300.0,0.25,0.276812136823765,0.0024687425907351833,3.5267751296216906e-06,3.0
250.0,250.0,300.0,0.25,0.25349886740045247,0.002276950402727183,2.8461880034089786e-06,3.0
50.0,50.0,300.0,0.25,0.35062742078025666,0.0052337389227894975,1.3084347306973744e-05,4.0
100.0,100.0,300.0,0.25,0.4055204328799552,0.002850659435947849,5.701318871895699e-06,4.0
150.0,150.0,300.0,0.25,0.37729719536604145,0.002856895292015001,4.7614921533583355e-06,4.0
200.0,200.0,300.0,0.25,0.3613439805718407,0.0024609716759288634,3.5156738227555193e-06,4.0
250.0,250.0,300.0,0.25,0.34214889774408447,0.0024146770457464713,3.018346307183089e-06,4.0
50.0,50.0,300.0,0.25,0.18122789063956213,0.005098450473133082,1.2746126182832706e-05,5.0
100.0,100.0,300.0,0.25,0.23565328393257973,0.0031155041294244714,6.231008258848943e-06,5.0
150.0,150.0,300.0,0.25,0.19291579544571244,0.003060831212968325,5.101385354947208e-06,5.0
200.0,200.0,300.0,0.25,0.21466971949546035,0.0028349182737428184,4.049883248204027e-06,5.0
250.0,250.0,300.0,0.25,0.1846398116207267,0.002941033946806232,3.67629243350779e-06,5.0
50.0,50.0,300.0,0.25,0.22587534165730028,0.005125806462104464,1.281451615526116e-05,6.0
100.0,100.0,300.0,0.25,0.19339545826061344,0.004082625615489656,8.165251230979312e-06,6.0
150.0,150.0,300.0,0.25,0.21341870944314176,0.0029199913690392183,4.866652281732031e-06,6.0
200.0,200.0,300.0,0.25,0.21912904832086852,0.0024634797979624216,3.519256854232031e-06,6.0
250.0,250.0,300.0,0.25,0.21716226508268677,0.0022563864507900303,2.8204830634875378e-06,6.0
50.0,50.0,300.0,0.25,0.25221453866829585,0.004540675839581151,1.1351689598952879e-05,7.0
100.0,100.0,300.0,0.25,0.23536558765558807,0.002844031537772947,5.688063075545895e-06,7.0
150.0,150.0,300.0,0.25,0.20049941630500825,0.0025904183980129743,4.31736399668829e-06,7.0
200.0,200.0,300.0,0.25,0.2055650642636444,0.002500265568318657,3.5718079547409388e-06,7.0
250.0,250.0,300.0,0.25,0.20675359729516793,0.0024677609681406773,3.0847012101758464e-06,7.0
50.0,50.0,300.0,0.25,0.34171205288969725,0.0044846991445278055,1.1211747861319513e-05,8.0
100.0,100.0,300.0,0.25,0.3220074975096411,0.0030442764578163064,6.0885529156326125e-06,8.0
150.0,150.0,300.0,0.25,0.35292876351949587,0.0028242450720250413,4.707075120041736e-06,8.0
200.0,200.0,300.0,0.25,0.3406572285565713,0.002284862236434757,3.26408890919251e-06,8.0
250.0,250.0,300.0,0.25,0.33011652701724853,0.0022623250350884364,2.8279062938605456e-06,8.0
50.0,50.0,300.0,0.25,0.36509019510628604,0.00405258898404039,1.0131472460100975e-05,9.0
100.0,100.0,300.0,0.25,0.3274288666752753,0.0037974108707183553,7.59482174143671e-06,9.0
150.0,150.0,300.0,0.25,0.30669527884105524,0.003164800620492575,5.2746677008209585e-06,9.0
200.0,200.0,300.0,0.25,0.30568164117673907,0.0026929449630251623,3.847064232893089e-06,9.0
250.0,250.0,300.0,0.25,0.3132944396669029,0.002468204359468221,3.0852554493352764e-06,9.0
50.0,50.0,300.0,0.25,0.2805181899519734,0.006461192259603055,1.615298064900764e-05,10.0
100.0,100.0,300.0,0.25,0.2857801291150157,0.003389329853018992,6.7786597060379845e-06,10.0
150.0,150.0,300.0,0.25,0.2537503351580895,0.0031019316941314564,5.1698861568857606e-06,10.0
200.0,200.0,300.0,0.25,0.26128608360403227,0.0025333002306830404,3.6190003295472005e-06,10.0
250.0,250.0,300.0,0.25,0.24965347536913948,0.002433691068500844,3.0421138356260547e-06,10.0
50.0,50.0,300.0,0.25,0.24884552934793996,0.005678117355273109,1.4195293388182774e-05,11.0
100.0,100.0,300.0,0.25,0.22897202953975002,0.004351860178292215,8.70372035658443e-06,11.0
150.0,150.0,300.0,0.25,0.25661278446981656,0.003329850784674715,5.549751307791192e-06,11.0
200.0,200.0,300.0,0.25,0.25352886079684905,0.0028826401857075202,4.1180574081536e-06,11.0
250.0,250.0,300.0,0.25,0.24161753095071883,0.0027059078005610146,3.3823847507012683e-06,11.0
50.0,50.0,300.0,0.25,0.11367797892959035,0.004794528794757911,1.1986321986894777e-05,12.0
100.0,100.0,300.0,0.25,0.16502648885199248,0.003074365264175098,6.1487305283501955e-06,12.0
150.0,150.0,300.0,0.25,0.1740253333927423,0.002703533057207454,4.50588842867909e-06,12.0
200.0,200.0,300.0,0.25,0.18779881942374665,0.0024917155764022808,3.559593680574687e-06,12.0
250.0,250.0,300.0,0.25,0.17631756464665363,0.0023045551406898276,2.8806939258622847e-06,12.0
50.0,50.0,300.0,0.25,0.23226499991688151,0.004969146653485174,1.2422866633712934e-05,13.0
100.0,100.0,300.0,0.25,0.27920756090058907,0.0028645619747514144,5.729123949502829e-06,13.0
150.0,150.0,300.0,0.25,0.27476697293337554,0.0028985456814707134,4.8309094691178555e-06,13.0
200.0,200.0,300.0,0.25,0.26971446726168435,0.0025310116499989103,3.615730928569872e-06,13.0
250.0,250.0,300.0,0.25,0.2786427578224843,0.0024077320348849358,3.0096650436061695e-06,13.0
50.0,50.0,300.0,0.25,0.26285979943790816,0.0033908237306734517,8.47705932668363e-06,14.0
100.0,100.0,300.0,0.25,0.29941390025590364,0.0026442463796824884,5.288492759364977e-06,14.0
150.0,150.0,300.0,0.25,0.2913591308972098,0.002714962504238311,4.524937507063851e-06,14.0
200.0,200.0,300.0,0.25,0.2913374177330565,0.002482323579619845,3.5461765423140644e-06,14.0
250.0,250.0,300.0,0.25,0.3022780682359236,0.0023531576103402604,2.9414470129253252e-06,14.0
