n_plus,n_minus,n_target,pi_target,gamma_rbf,var_n,var,seed
150,150,100.0,0.25,0.06910950522675478,0.004348350713282143,0.18635788771209186,
150,150,200.0,0.25,0.06911057614584498,0.002537903402749399,0.13843109469542178,
150,150,300.0,0.25,0.06910938811200969,0.0019344209658550217,0.1160652579513013,
150,150,400.0,0.25,0.069111079335073,0.001632679747482643,0.1031166156304827,
150,150,500.0,0.25,0.0691093898846897,0.0014516350163696803,0.09467184889367479,
150,150,1000.0,0.25,0.0691097410576234,0.0010895455542574528,0.07601480611098507,
150,150,1500.0,0.25,0.06911077211091707,0.0009688490669114112,0.06920350477938651,
