n_plus,n_minus,n_target,pi_target,pi,var_n,var,seed
250,250,100.0,0.75,0.7209662223038019,0.016813602709715176,3.3627205419430353,0.0
250,250,200.0,0.75,0.7382712435102232,0.013950342232003527,5.580136892801411,0.0
250,250,300.0,0.75,0.6593683162960824,0.005983739797382341,3.5902438784294044,0.0
250,250,400.0,0.75,0.6431611617689882,0.004749920069999751,3.799936055999801,0.0
250,250,500.0,0.75,0.6934456512886766,0.003663770757882506,3.663770757882506,0.0
250,250,100.0,0.75,0.7915136482992873,0.012398205643631323,2.4796411287262643,1.0
250,250,200.0,0.75,0.8179415382009774,0.010976172374748367,4.390468949899347,1.0
250,250,300.0,0.75,0.8167419666664261,0.008536713694022029,5.122028216413217,1.0
250,250,400.0,0.75,0.7582374410133053,0.005188020998887407,4.150416799109926,1.0
250,250,500.0,0.75,0.7755350920323132,0.004422600731703413,4.422600731703413,1.0
250,250,100.0,0.75,0.8053495551909423,0.014488967880366858,2.8977935760733717,2.0
250,250,200.0,0.75,0.8361918778045909,0.00573805248268719,2.295220993074876,2.0
250,250,300.0,0.75,0.7226769650653706,0.003540778084542779,2.1244668507256677,2.0
250,250,400.0,0.75,0.7216765484507498,0.0030023579349205427,2.401886347936434,2.0
250,250,500.0,0.75,0.722304809248287,0.002955768282813514,2.955768282813514,2.0
250,250,100.0,0.75,0.6253298422269591,1.5768773089888382,315.3754617977676,3.0
250,250,200.0,0.75,0.7686341338181386,0.028261418281081824,11.304567312432729,3.0
250,250,300.0,0.75,0.6863089799915745,0.011246587361723256,6.747952417033954,3.0
250,250,400.0,0.75,0.7402857568142477,0.00986925903006353,7.895407224050824,3.0
250,250,500.0,0.75,0.6910725963515714,0.0050368591287747655,5.036859128774766,3.0
250,250,100.0,0.75,0.5853794891479212,0.016992228693460672,3.3984457386921343,4.0
250,250,200.0,0.75,0.7651905847788766,0.016417757347664905,6.567102939065962,4.0
250,250,300.0,0.75,0.7800699562436425,0.0071900345867846925,4.314020752070816,4.0
250,250,400.0,0.75,0.6688885580810771,0.0050080191151813626,4.00641529214509,4.0
250,250,500.0,0.75,0.6975911248246445,0.0036288896663163196,3.6288896663163195,4.0
250,250,100.0,0.75,0.9072947211331921,0.02986298844360669,5.972597688721338,5.0
250,250,200.0,0.75,0.7005243373779908,0.007879583538692206,3.1518334154768826,5.0
250,250,300.0,0.75,0.7567236497955205,0.004652076730586153,2.7912460383516917,5.0
250,250,400.0,0.75,0.8633622986157461,0.007020661895769812,5.6165295166158495,5.0
250,250,500.0,0.75,0.8069657704043008,0.005460594604593933,5.4605946045939335,5.0
250,250,100.0,0.75,0.8502033406724997,0.018233232126913926,3.646646425382785,6.0
250,250,200.0,0.75,0.5689543341289398,0.01048446896227364,4.1937875849094555,6.0
250,250,300.0,0.75,0.7404688943746299,0.005916054513081746,3.5496327078490477,6.0
250,250,400.0,0.75,0.7459171704660376,0.004442899817395863,3.5543198539166903,6.0
250,250,500.0,0.75,0.6587976626124894,0.0035292588041767794,3.5292588041767794,6.0
250,250,100.0,0.75,0.7162640151250117,0.018855891353570436,3.7711782707140875,7.0
250,250,200.0,0.75,0.7743411641698438,0.0040563015525536105,1.6225206210214442,7.0
250,250,300.0,0.75,0.7072190779562747,0.003875617136219585,2.325370281731751,7.0
250,250,400.0,0.75,0.7318907927282919,0.0033591924812092604,2.6873539849674084,7.0
250,250,500.0,0.75,0.751907849132942,0.002827990266680517,2.827990266680517,7.0
250,250,100.0,0.75,0.5454235271963894,0.021513899814682727,4.302779962936546,8.0
250,250,200.0,0.75,0.7357236777384837,0.012226436017923987,4.890574407169595,8.0
250,250,300.0,0.75,0.8113011805694489,0.010337965944182586,6.202779566509552,8.0
250,250,400.0,0.75,0.7723202864038694,0.00536640959011923,4.293127672095384,8.0
250,250,500.0,0.75,0.7642046607190413,0.0041706818304150855,4.170681830415085,8.0
250,250,100.0,0.75,0.9241607050669663,0.028511745944819398,5.70234918896388,9.0
250,250,200.0,0.75,0.8271961507804514,0.013500191389109817,5.400076555643927,9.0
250,250,300.0,0.75,0.8041933166948284,0.00853884441197698,5.123306647186189,9.0
250,250,400.0,0.75,0.7303673961800792,0.008491403363988305,6.793122691190644,9.0
250,250,500.0,0.75,0.7308495060964444,0.006272882017655675,6.272882017655675,9.0
250,250,100.0,0.75,0.7294816411604546,0.0438975316477189,8.77950632954378,10.0
250,250,200.0,0.75,0.6858531912309678,0.011894500183328117,4.757800073331246,10.0
250,250,300.0,0.75,0.7216607840668458,0.007100854247081899,4.26051254824914,10.0
250,250,400.0,0.75,0.6853070924655659,0.004390884605254078,3.5127076842032623,10.0
250,250,500.0,0.75,0.7592569796620959,0.0032643642591702665,3.2643642591702666,10.0
250,250,100.0,0.75,0.8032430099231878,0.015557086882005312,3.111417376401062,11.0
250,250,200.0,0.75,0.760637197525868,0.014333502242649206,5.733400897059682,11.0
250,250,300.0,0.75,0.8113268908421635,0.005732495808954022,3.439497485372413,11.0
250,250,400.0,0.75,0.8220257110665464,0.004603203005720804,3.682562404576643,11.0
250,250,500.0,0.75,0.7838746546291255,0.0036380489057678206,3.6380489057678207,11.0
250,250,100.0,0.75,0.5755157953258051,0.016871174926961954,3.3742349853923908,12.0
250,250,200.0,0.75,0.7950465151340458,0.00837992000077738,3.3519680003109524,12.0
250,250,300.0,0.75,0.7956926687281879,0.006466090918573134,3.8796545511438802,12.0
250,250,400.0,0.75,0.8226750851538077,0.006203201958877091,4.962561567101672,12.0
250,250,500.0,0.75,0.7756682448802831,0.00476382165342998,4.7638216534299795,12.0
250,250,100.0,0.75,0.5094223492838725,0.01087102318597755,2.17420463719551,13.0
250,250,200.0,0.75,0.6901045078080628,0.005479544834769043,2.1918179339076174,13.0
250,250,300.0,0.75,0.6746272702418765,0.005512964331825108,3.3077785990950646,13.0
250,250,400.0,0.75,0.7080079450618065,0.004171435515009892,3.3371484120079136,13.0
250,250,500.0,0.75,0.708417870606794,0.0032319838255648794,3.231983825564879,13.0
250,250,100.0,0.75,0.7683095328748719,0.015615104500949899,3.12302090018998,14.0
250,250,200.0,0.75,0.6760130064504851,0.006794844697175024,2.7179378788700097,14.0
250,250,300.0,0.75,0.6358583287160167,0.005248606557363151,3.1491639344178903,14.0
250,250,400.0,0.75,0.6815368733083592,0.003369959042036916,2.695967233629533,14.0
250,250,500.0,0.75,0.7483382392227045,0.004013189332263146,4.0131893322631464,14.0
250,250,100.0,0.75,0.6973335304968464,0.015113160658915959,3.0226321317831917,15.0
250,250,200.0,0.75,0.6891033752241924,0.008489617323583838,3.395846929433535,15.0
250,250,300.0,0.75,0.676697086111516,0.004976926170470871,2.986155702282523,15.0
250,250,400.0,0.75,0.7477636365705548,0.0032665194740128405,2.6132155792102725,15.0
250,250,500.0,0.75,0.7705975710724426,0.003177212895980144,3.177212895980144,15.0
250,250,100.0,0.75,0.6274002205906141,0.029641831341399943,5.928366268279989,16.0
250,250,200.0,0.75,0.7564339703881644,0.011409638441268981,4.563855376507592,16.0
250,250,300.0,0.75,0.719283257278204,0.00748715133745508,4.492290802473049,16.0
250,250,400.0,0.75,0.7145157110840329,0.005313077678522695,4.250462142818156,16.0
250,250,500.0,0.75,0.6818671857668104,0.0038578455775050884,3.8578455775050884,16.0
250,250,100.0,0.75,0.8908524743027284,0.02319553285959984,4.639106571919968,17.0
250,250,200.0,0.75,0.7231091663551272,0.015363566285491749,6.145426514196699,17.0
250,250,300.0,0.75,0.6964429659206024,0.008058896216192981,4.835337729715789,17.0
250,250,400.0,0.75,0.795649834073838,0.008225767520927674,6.58061401674214,17.0
250,250,500.0,0.75,0.7606169152904447,0.0046072280258288795,4.60722802582888,17.0
250,250,100.0,0.75,1.0,0.14311552041071138,28.623104082142277,18.0
250,250,200.0,0.75,0.8890087643994538,0.016321843946401737,6.528737578560695,18.0
250,250,300.0,0.75,0.7273829584104106,0.008834029424880067,5.30041765492804,18.0
250,250,400.0,0.75,0.7560485763314662,0.0064996562670462665,5.199725013637013,18.0
250,250,500.0,0.75,0.7794026374241483,0.005265713353086194,5.265713353086194,18.0
250,250,100.0,0.75,0.7343018390641426,0.026463029993078882,5.292605998615777,19.0
250,250,200.0,0.75,0.7692534155220838,0.008879189740675284,3.5516758962701136,19.0
250,250,300.0,0.75,0.730835328970149,0.00455963199050929,2.735779194305574,19.0
250,250,400.0,0.75,0.7411153811645005,0.004140283470348342,3.3122267762786732,19.0
250,250,500.0,0.75,0.6909700665278481,0.003319592369292358,3.319592369292358,19.0
250,250,100.0,0.75,0.603284542680794,0.03145935786118002,6.291871572236005,20.0
250,250,200.0,0.75,0.8208440557542244,0.013192249580452058,5.276899832180823,20.0
250,250,300.0,0.75,0.7350076847099667,0.008051407334126069,4.830844400475641,20.0
250,250,400.0,0.75,0.720580000094806,0.00474721472190101,3.7977717775208077,20.0
250,250,500.0,0.75,0.7061082366647523,0.003906987838784086,3.906987838784086,20.0
250,250,100.0,0.75,0.7497100509261098,0.01764112700578724,3.5282254011574485,21.0
250,250,200.0,0.75,0.9053826337657805,0.02573045699142047,10.292182796568188,21.0
250,250,300.0,0.75,0.7715767948422748,0.008028875151115604,4.817325090669362,21.0
250,250,400.0,0.75,0.7417860887720417,0.005909935692829881,4.727948554263905,21.0
